author,content,country,date,id,rating,title,version,vote_count,vote_sum
J-fixer,Complexe pour pas grand chose et bug tout le temps…,fr,2025-10-11T00:34:16-07:00,13251493507,1,Quelle galère !!!!!,20.1.0,1,1
Colombo3031,Boring always to make inscriptions. DONT BUY HP. IT S A SCAM,fr,2025-10-10T02:20:32-07:00,13247524776,1,Very bad product,20.1.0,1,1
Moi?3(53?2(;,Voilà,fr,2025-10-09T13:09:35-07:00,13245525476,1,Trop compliqué et obligation de se connecter pour imprimer,20.1.0,1,1
lebaba007,Manque la rotation pour la numérisation,fr,2025-10-09T10:23:32-07:00,13244996548,4,Application hp imprimante,20.1.0,1,1
EtherumXylo,C’est quoi cette application où il faut créer un compte pour utiliser son imprimante ??,fr,2025-10-09T09:42:19-07:00,13244851232,2,Nimp,20.1.0,1,1
Ocellés,"L’ancienne version etait simple et intuitive, l’UX etait sympa.. la nouvelle version est a l’inverse.",fr,2025-10-09T03:53:35-07:00,13243572986,1,POURQUOI,20.1.0,1,1
Nibou44,Depuis la mise à jour je ne peux plus numériser avec mon ordinateur. Ça ne fonctionne jamais correctement un vrai parcours du combattant! Pour avoir une assistance la page charge dans le vide on peut toujours attendre.,fr,2025-10-08T14:33:58-07:00,13241559352,1,Mise a jour,20.1.0,1,1
Onixis,"Je comprends l’évolution que HP a souhaité faire, néanmoins l’application est devenue plus austère et vide en termes de fonctionnalités. Avant on pouvait faire énormément de choses depuis l’application hp smart que je ne trouve plus possible depuis la maj. Notamment, le fait de scanner mes documents  avec l’appareil photo de téléphone et choisir soit de les imprimer ou bien de les sauvegarder ou partager.",fr,2025-10-08T02:50:34-07:00,13239203523,3,Où est passé la possibilité de scanner depuis le téléphone mobile?,20.1.0,0,0
Testerbzh,"Je dois tout reconfigurer grâce a cette mise à jour de M......
Déjà que je trouvais cela inacceptable de devoir avoir et donc créer, un compte pour pouvoir utiliser en local ma propre imprimante. Mais la, c'est juste de la m..... 
comment peut on imaginer proposer cela! 
Aller vous acheter une corde ça fera du bien à beaucoup .",fr,2025-10-08T00:52:54-07:00,13238900137,1,Aller vous acheter une corde,20.1.0,1,1
benwam,"Depuis la mise à jour, la numérisation depuis l’application est impossible…",fr,2025-10-07T23:23:16-07:00,13238678277,1,Numérisation impossible,20.1.0,1,1
vincent91,"L’application HP Smart était simple et conviviale. Je ne comprends pas l’intérêt de cette nouvelle interface incompréhensible et qui n’ajoute rien aux fonctionnalités d’une imprimante. Ces outils sont censés être des outils de productivité, cette nouvelle version va clairement à l’inverse de cet objectif de productivité",fr,2025-10-07T09:43:54-07:00,13236406016,1,Rendez nous Hp Smart,20.1.0,0,0
pseudo Roland,"I spent about 15 minutes setting up the account just to get the message that I “Cannot connect this printer to my account” without further explanation. Brilliant. 
HP products as usual: heavy, non user-friendly, overengineered and not working after all.",fr,2025-10-07T08:09:25-07:00,13236048891,1,Cannot connect to the printer,20.1.0,0,0
Kitkat 9@,"Scan is so slow it’s unusable. “The printer is unavailable” for no obvious reason, then available again, just to scan  2 or 3 pages and shut off again.",fr,2025-10-06T10:40:33-07:00,13232335814,2,Scan function is much too slow,20.1.0,0,0
ribsyl,"Mon imprimante, HP Envy, 5544 qui n’a pas fonctionné depuis près de quatre ans, c’est une merveille
Merci HP",fr,2025-10-06T05:11:50-07:00,13231085691,5,Imprimante,20.1.0,0,0
dzudzurv,Aucun problème avant la mise à jour. Connexion de la tablette depuis mon téléphone de tous temps. Depuis la mise à jour cela est un enfer. L’imprimante est reconnu par l’application et plus la minute d’après. Même après avoir tous réinstaller plusieurs fois. 🎉🎉🤟🎉,fr,2025-10-06T03:22:44-07:00,13230728786,1,Une catastrophe 🎉🤟🎉,20.1.0,0,0
Chateaur,"Autant l'ancienne version était confortable, autant la nouvelle est insupportable ...
A quoi ça sert de nous faire en permanence de la pub pour les solutions HP alors qu'on veut simplement se servir de don imprimante pour nulériser, là où en 30 secondes on pouvait travailler, maintenant on doit se promener, subir des agressions visuelles avec cette interface flashy et sautillante, HP  a perdu son âme d'acteur sérieux avec cette débauche de fenêtres qui vont et viennent de toutes part ...
Pourquoi changer ce qui fonctionne bien ?
J'ai été piégé par la mise à jour automatique et bien embêté maintenant ....
Comment faire pour revenir en arrière ....
Vraiment déçu  ça se veux design, en fait c'est pratiquement inutilisable, c'était un outils, maintenant c'est devenu une pub HP 😱

Ça marche tellement que HP nous le dit sur la page de garde de cette Apps, comme vous ne pouvez pas numériser avec la nouvelle version de cette Apps, faites le avec votre smartphone 😬 :

""Numérisez plus intelligemment

Numérisez, enregistrez et partagez des fichiers de n'importe où avec la caméra de votre téléphone. Le rognage automatique et les ajustements de contraste garantissent que chaque numérisation est propre et professionnelle.
Comment faire :
1. Sélectionnez votre imprimante et allez à Numérisation avec caméra.
2. Choisissez le format de numérisation souhaité.
3. Ajustez si nécessaire, puis Partagez ou Enregistrez.
Essayer la fonctionnalité""",fr,2025-10-06T03:20:09-07:00,13230721277,1,C'est quoi ce truc ?,20.1.0,0,0
Pau 2413,"Je trouve que depuis la dernière mise à jour, l’application est moins intuitive et pleine de bug. Je dois éteindre et rallumer l’appli ainsi que l’imprimante pour faire des numérisations car message d’erreur qui revient entre chaque page. L’ancienne interface était plus simple et ne buguait pas …",fr,2025-10-05T22:03:50-07:00,13229909517,2,Nouvelle mise à jour catastrophique,20.1.0,0,0
Daniel Cassar,"Une application qui était bien pensée. Cette dernière version exclut toute possibilité d impression à partir de cartouches génériques plus performantes et que l’on peut utiliser jusqu’à ce qu’elles soient RÉELEMENT vides,( et oui! ) la solution  bien sur est d acheter les originales HP qui coûtent un bras. De ce point de vue 
,le système captif est sans faille 😃 mais ce sera sans moi puisque je me tournerai vers d’autres alternatives.",fr,2025-10-05T10:34:11-07:00,13227958277,1,Impression de luxe,20.1.0,0,0
xam06,Je n’ai plus de visuel sur les commandes de numérisation,fr,2025-10-04T01:27:39-07:00,13221532995,1,Impossible de numériser,20.1.0,0,0
Regine 64,"HP smart était parfait. Pourquoi avoir voulu faire une mise à jour qui ne fonctionne pas bien. J ai voulu réinstaller mes pilotes… en fait j ai réalisé qu il n’y avait pas d accessibilité avec Mac iOS, mon système d exploitation. J ai donc perdu la fonctionnalité « scanner ». Merci la mise à jour !! 
Donnez-nous au moins la possibilité de revenir à l’ancienne version plus conviviale, plus fonctionnelle …. Et surtout qu fonctionnait…. À moins qu une mise à jour pour Mac iOS n’arrive très vite ……",fr,2025-10-03T07:01:50-07:00,13218264223,5,Regrets,20.1.0,0,0
milaine19,Depuis le changement de version je n’arrive plus à imprimer depuis mon iPad,fr,2025-10-03T06:57:41-07:00,13218247735,1,Changement de version,20.1.0,0,0
tadanusu,"Beaucoup moins intuitif que la précédente, impossible de reconnecter l’imprimante suite à la mise à jour. Pourtant, les instructions sont suivies à la lettre. Par contre on est dirigé systématiquement sur le rachat de cartouches via HP. Là la mise à jour elle était bien faite. Etonnant n’est-ce pas 😒",fr,2025-10-03T05:26:32-07:00,13217897170,2,Copie à revoir,20.1.0,0,0
serviceimmobilier.com,"Vraiment dommage que nous puissions plus scanner avec les iPhone des documents en passant par HP Smart. Je ne comprends pas la stratégie de HP, peut-être que ça vous rapportait pas d’argent c’est pour cette raison ?? 🫤",fr,2025-10-02T10:54:38-07:00,13214724227,1,HP Scanne,20.1.0,0,0
Paquitachups,"Tout fonctionnait pas mal avant cette mise à jour, j’imprime des images, je n’ai que la fin du cliché parfaitement imprimé, un tiers. Quelle prise de tête et quelle perte de temps! Une solution rapide, vite s’il vous plaît !",fr,2025-10-02T01:33:39-07:00,13212730341,2,Déréglage total,20.1.0,0,0
Stouned,"Mais pourquoi supprimer ce qui fonctionne pour le remplacer par quelque chose qui ne fonctionne pas ?!

Cette nouvelle application ne permet plus les fonctionnalités les plus basiques, comme imprimer ou scanner depuis mon téléphone par exemple… soit disant mon imprimante n’est pas compatible !

Oh, je me doute qu’avec une nouvelle imprimante, cela devrait fonctionner parfaitement, mais l’obsolescence programmée a des limites acceptables.
Quand le matériel ne lâche assez vite, on plante le logiciel ??!",fr,2025-10-01T16:37:41-07:00,13211298439,1,Nouvelle app catastrophique,20.1.0,0,0
JRL4466,Vous prenez vos clients en otages vous changez les règles sans avertir cela devient grave et ridicule,fr,2025-10-01T13:42:45-07:00,13210818051,1,Abus,20.1.0,0,0
natcarmen,"Bof, je préférais l’autre pour le moment",fr,2025-10-01T08:14:59-07:00,13209658962,1,Nath,20.1.0,0,0
Nikkokyo,Avec hp smart cela allé très bien alors pourquoi changer avec une appli qui ne marche pas comme il se doit !!??,fr,2025-10-01T06:43:31-07:00,13209282300,1,Pfff,20.1.0,0,0
Michele Laniece,Inutile et pire que ça,fr,2025-10-01T05:39:52-07:00,13209027431,1,MAJ,20.1.0,0,0
ながおろね,"色々複雑になって使いずらくなった。
印刷の大きさが変えれない",jp,2025-12-30T19:01:29-07:00,13575287093,1,使いにくい前のやつのほうがよかった。,20.2.0,0,0
Aceri,"HP Smartでタイトル通りになったのでアプデしたがやはり同様。別の宛名印刷アプリを使った表書きはカラー指定で普通に黒いことを手がかりに、Acrobatからローカルの写真フォルダにアクセスして右上の「…」から印刷したら標準品質でも黒く印刷できたのでそちらを使う予定。
2週間前に更新したばかりの純正アプリがへっぽこってどゆこと、一周回って笑いが込み上げる。",jp,2025-12-23T23:10:26-07:00,13548806249,2,カラー印刷で黒だけ薄い,20.2.0,0,0
otoha167,指示がわかりにくい,jp,2025-12-02T03:44:56-07:00,13466105280,1,トラブったとき,20.1.2,0,0
kjにゃあ,印刷が、全体的に、文字がかすれて鮮明にならない。,jp,2025-11-28T22:21:39-07:00,13453537530,3,印刷不鮮明,20.1.2,0,0
つksれた,"新しいアプリからプリントできなくなった　ちゃんとして！　ずっと　ぷりんを確認してくださいってなる　
プリントは問題ない　アプリからのテストプリントはできる　アプリを介さずファイルから直接のプリントもできる　アプリだけ問題　はよ直して！",jp,2025-11-17T11:49:47-07:00,13410184817,1,あ,20.1.2,0,0
佐原山田中敦子,アカウント削除えらんで言語選択しても必ずエラーになる。アカウント削除させる気ないんか？？,jp,2025-11-10T04:09:18-07:00,13380297055,1,アプリから,20.1.2,0,0
不买小米不买小米,别买,jp,2025-10-29T23:08:17-07:00,13332358526,1,别买hp,20.1.0,0,0
Chotoku,Es una excelente impresora hace tiempo usando HP en impresora y computadora lo único malo es que su tinta es demasiado caro cuesta más que la misma impresora,jp,2025-10-26T20:27:13-07:00,13319316717,5,Impresora,20.1.0,0,0
AIKOSS,複数選んでも印刷しない,jp,2025-10-08T05:02:18-07:00,13239609153,1,酷い,20.1.0,0,0
Gâmby Santos,Muito fácil de usar,br,2026-01-14T07:29:08-07:00,13632791489,5,Facilidade,20.2.0,0,0
Lúcia2026,"Instalei o app e ele não funciona, só dá a opção de preto e Braco pelo iOS, no Android é que consegui usar colorido.
Quando abre o arquivo ainda está colorido, mas quando gera a pré visualização ele muda para preto e branco e só dá essa opção. A Up ainda não resolveu esse problema.",br,2026-01-14T05:31:52-07:00,13632409586,1,Não funciona em iOS só Android,20.2.0,0,0
Usuário qualquerr,"No Android tem opção de imprimir relatório de diagnóstico, aqui não tem essa opção, impressora só imprimi pelo app, pelas teclas não faz mais!",br,2026-01-12T11:09:00-07:00,13625996885,3,Reclamação,20.2.0,0,0
Betão MFA,Só consegui imprimir 5 páginas depois de sacanear,br,2026-01-12T08:52:29-07:00,13625589132,5,Operação,20.2.0,0,0
R4PH4z,Explica tudo,br,2026-01-10T15:10:42-07:00,13618894647,5,Muito bom,20.2.0,0,0
Lauro AC,"Troquei o rotador , não conecta mais a impressora .",br,2026-01-10T13:32:27-07:00,13618627165,1,Péssima conexão,20.2.0,0,0
App lento (G),A impressão do papel é muito lenta pelo app,br,2026-01-09T16:12:22-07:00,13614978717,4,Impressão do papel,20.2.0,0,0
Ka R Lopes,"Very simple to use, congrats!",br,2026-01-09T05:16:25-07:00,13612993646,5,Easy,20.2.0,0,0
LjPeccini,"Comprei recentemente algumas impressoras HP 107w, porém não consigo ter acesso as configurações! Instalei as impressoras, imprime normalmente pela rede, porém não consigo ajustar as configurações, nem via esse app da HP, nem via “HP smart” pelo PC.",br,2026-01-07T11:23:16-07:00,13606447938,1,Não localiza as configurações da impressora para ajuste,20.2.0,0,0
Estupimba,"o aplicativo era excepcionalmente superior a muitos outros no mercado, tinham ferramentas maravilhosas, principalmente a possibilidade de realizar o scam pela câmera, e na nova atualização removeram tudo isso, saiu do melhor para o pior na categoria",br,2026-01-06T14:09:13-07:00,13603076274,1,ATUALIZAÇÃO RUIM,20.2.0,0,0
AT Livre,Apresentando erros e lentidão em transferência,br,2026-01-04T21:20:37-07:00,13596407875,2,Péssimo,20.2.0,0,0
Gasiqb,O aplicativo não possui opção de escolher a cor e todas impressões saem preto e branco.,br,2026-01-03T10:55:38-07:00,13590648171,1,Sem opção de cor,20.2.0,0,0
Titonelli1,A impressora não funciona de jeito nenhum . Não consigo imprimir nada. Pessima compra,br,2026-01-02T12:48:59-07:00,13586745272,1,Horrível,20.2.0,0,0
RenataBra,"A impressão na versão anterior eram bem melhor, com mais opções de edição.",br,2026-01-01T05:15:42-07:00,13580919538,3,Nova versão com menos opções,20.2.0,0,0
Claudinê Oliveira,Muito ruim essa impressora hp 2874,br,2025-12-30T13:11:03-07:00,13574329999,1,Hi-fi,20.2.0,0,0
Iosbugadão,Não imprimir 2 ou mais fotos no papel é um absurdo,br,2025-12-29T10:05:39-07:00,13569778574,2,Fraco,20.2.0,0,0
bap4bap,"Demora em média 15 minutos pra enviar um arquivo de 1 página pra impressora, é mais prático ligar o computador",br,2025-12-22T07:32:30-07:00,13542721839,1,Péssimo,20.2.0,0,0
leandro fisio,Muito bom,br,2025-12-22T05:26:27-07:00,13542312414,5,Ótimo,20.2.0,0,0
Zumbi do Espaço,Configuração e usabilidade muito intuitivas.,br,2025-12-19T06:02:16-07:00,13531137515,5,Muito fácil de usar,20.2.0,0,0
Hp desk jet,Qualidade,br,2025-12-18T13:56:03-07:00,13528876853,5,Muito bom,20.2.0,0,0
Larjane,"O HP Smart funciona com perfeição e seus recursos  são extremamente úteis e necessários no dia a dia. Além do mais, é bastante seguro.",br,2025-12-18T12:24:06-07:00,13528645021,5,ESSENCIAL E PRÁTICO.,20.2.0,0,0
David'S Nonate,"Muito prático e bastante útil, sem igual 👏🏻👏🏻👏🏻",br,2025-12-17T07:33:34-07:00,13524167042,5,Fantástico,20.2.0,0,0
app ultra,Espetáculo,br,2025-12-15T17:27:43-07:00,13518441951,5,Impressão,20.2.0,0,0
Sjunior1967,Veloz e eficaz!!,br,2025-12-15T13:21:45-07:00,13517842810,4,Ótimo app,20.2.0,0,0
kskajsjdjwj,a cada atualização piora,br,2025-12-10T15:55:15-07:00,13499188916,1,péssimo,20.2.0,0,0
Gabrielz0r,"Qualquer marca menos HP, só problemas pra imprimir. É sorte quando a impressora reconhece o roteador no wifi direct. Além do mais tudo da marca é muito caro. Não compensa.",br,2025-12-08T05:37:15-07:00,13489882174,1,Horrivel,20.1.2,0,0
Eita25,Tem que ficar abrindo a tampa da impressora em todo vez de uso😡,br,2025-12-08T04:04:14-07:00,13489592709,1,Erro,20.1.2,0,0
CMad00000,"Não é funcional, não possui funções de frente e verso e economia de tinta. Não carrega com facilidade, fica lendo. Um inferno.",br,2025-12-03T15:43:34-07:00,13472007173,1,Péssimo,20.1.2,0,0
Waldir B.,"Achei boa a impressão, porém um pouco lenta, nada que comprometa o resultado final.",br,2025-12-02T06:58:35-07:00,13466722557,4,Boa impressora,20.1.2,0,0
Desconhecida da vida,Ruim,br,2025-12-01T15:28:29-07:00,13464379331,1,App ruim,20.1.2,0,0
Marden40,"As impressões ficam excelentes, as fotos então.",br,2025-12-01T13:08:38-07:00,13464012168,5,Custo e benefício,20.1.2,0,0
Lfcardillo,Ótimo,br,2025-11-30T19:19:29-07:00,13461053433,5,Ótimo,20.1.2,0,0
Carol_rrdd,po sacanagem fazer conta pra imprimir uma folha prem de frescura,br,2025-11-19T19:47:50-07:00,13418835232,1,conta com senha,20.1.2,0,0
Beatriz willy,Melhor App 💙✨,br,2025-11-19T03:42:15-07:00,13416183607,5,Aplicativo completo,20.1.2,0,0
Drika2007,"Muito bom, consigo escanear, imprimir e verificar níveis de tinta pelo app",br,2025-11-18T10:28:05-07:00,13413743121,5,Excelente,20.1.2,0,0
Reis Gyn,Fácil de usar,br,2025-11-17T04:59:26-07:00,13408874275,5,Recursos da impressora no celular,20.1.2,0,0
VBevilac,"It seems
the scan feature is not a available from the printer when connected through wifi… how is this possible??? I bought the printer mainly for scanning! So disappointed.",br,2025-11-17T04:48:29-07:00,13408839653,1,Scan,20.1.2,0,0
ALVM,As vezes é difícil de imprimir com a impressora em wi-fi,br,2025-11-11T13:45:30-07:00,13386302421,3,As vezes não encontra a impressora certa,20.1.2,0,0
Emilioslat,Muito boa,br,2025-11-09T15:30:05-07:00,13378420578,5,Boa Impressora,20.1.2,0,0
Cαh✿,Péssimo,br,2025-11-01T07:40:54-07:00,13342534297,1,Compode os cara estragar o que tava bom,20.1.0,0,0
alice sapatireri assolari,"Depois da atualização em que o aplicativo mudou de nome, ele ficou extremamente ruim. O app simplesmente me deslogou e, desde então, não consigo mais entrar. Toda vez aparece que meu login ou minha senha estão inválidos, mesmo eu colocando tudo corretamente. Já tentei diversas vezes, reinstalei, mudei a senha e nada resolve.

Além disso, várias funções que antes eram práticas agora nem chegam a carregar. A experiência piorou demais, parece que o app regrediu em vez de melhorar. Isso já faz tempo e até agora não arrumaram, o que mostra descaso com os usuários.

Antes da atualização o aplicativo era bom, rápido e confiável. Agora está praticamente inutilizável. Muito decepcionante ver um app que funcionava bem se tornar tão problemático depois de uma simples troca de nome e atualização. Espero que corrijam isso logo, porque do jeito que está, é impossível usar.",br,2025-10-30T08:11:07-07:00,13334039353,1,Atualização muito ruim,20.1.0,0,0
Roberto Dias Jr,Simplesmente tento imprimir com meu Celular e nao da certo,br,2025-10-29T14:36:39-07:00,13331078252,1,Muito ruim para conexão wi-fi,20.1.0,0,0
Falha de impressão,Impressão frente e verso sai invertida,br,2025-10-27T14:52:34-07:00,13322657613,2,Falha no aplicativo,20.1.0,0,0
SaraNobre,Excelente aplicativo!,br,2025-10-27T14:19:04-07:00,13322562484,5,O melhor!,20.1.0,0,0
featthata,"O aplicativo é ruim, a impressora é ruim, nada funciona",br,2025-10-26T18:57:49-07:00,13319095571,1,Não funciona,20.1.0,0,0
Rayanediasalmeida,"Meu Deus não consigo conectar com a impressora! O app simplesmente ignora meu celular, um horror completo! Tudo parece estar possuído, o q comprova minha teoria de que impressoras (e apps de impressoras) tem alma (e ruim)",br,2025-10-24T13:31:15-07:00,13309363628,1,Horrível,20.1.0,0,0
pcdantas,Excelente,br,2025-10-21T08:59:18-07:00,13295865966,5,Excelente,20.1.0,0,0
Joicecoutinho,"Como facilita a minha vida, onde do próprio celular eu consigo mandar para a impressora. Top",br,2025-10-20T18:03:58-07:00,13293298378,5,Super recomendo,20.1.0,0,0
Beto/77,Não consigo imprimir colorido do celular na minha Hp 2676.   O aplicativo ficou maior e funciona pior.,br,2025-10-20T15:14:24-07:00,13292858900,1,Piorou,20.1.0,0,0
luccadias96,"aparece uma mensagem inicial ""desculpa algo deu errado""",br,2025-10-20T13:47:31-07:00,13292617076,1,nao abre,20.1.0,0,0
Pe804417,Top,br,2025-10-17T14:44:41-07:00,13279717824,5,Top aplicativo amei,20.1.0,0,0
Raphael R marques,Top,br,2025-10-15T12:37:04-07:00,13270926694,5,Top,20.1.0,0,0
Adelino Cunha,Muito bom,br,2025-10-15T08:48:36-07:00,13270140975,5,App top,20.1.0,0,0
Cicinho05,Nota 1000,br,2025-10-14T19:26:04-07:00,13267791671,5,Qualidade,20.1.0,0,0
Campos Aliny,"Quando foi que mudaram o app que não percebi, esse novo tá horrível, trava muito, digitalizar ficou quase impossível, tem que ficar fechando o app e reiniciando a impressora, o que usava antes era muito bom.",br,2025-10-13T17:01:58-07:00,13263266644,1,App de está horrível,20.1.0,0,0
Bedi [<o>],"Péssima atualização, retirou da tela inicial as várias funções e ainda anunciaram como ‘experiência mais prática’.",br,2025-10-12T03:01:06-07:00,13256280418,1,Ocultaram funcionalidades,20.1.0,0,0
Lelé fofa 123,Eu não sei se só sou eu mas a nova atualização piorou tudo ficou muito confuso,br,2025-10-11T08:30:02-07:00,13253078590,1,Ficou ruim,20.1.0,0,0
luvitoli,"App mudou completamente, a opção de escanear sumiu também.",br,2025-10-10T23:05:34-07:00,13251268692,1,"Atualização nova, retiraram funcionalidades",20.1.0,0,0
Wricci,Não conecta,br,2025-10-07T08:38:30-07:00,13236160712,1,Não conecta Wi-Fi c Hp,20.1.0,0,0
Juca franceschini,Pior impressora que já tive!!,br,2025-10-07T07:52:57-07:00,13235984465,1,Horrível,20.1.0,0,0
nessa123546,Frustrante e irritante,br,2025-10-06T04:55:59-07:00,13231026071,1,"Experiência péssima, nada funciona",20.1.0,0,0
Adelson2000,Ótimo app. Fica sugestão na função de impressão de fotos informar o tamanho final da foto no ajuste do layout,br,2025-10-02T17:50:53-07:00,13215939218,5,Gostei,20.1.0,0,0
———-a————,É muito boa m,br,2025-10-02T06:43:42-07:00,13213756659,5,HP é 5 estrelas,20.1.0,0,0
Vsusko,"Nunca pensei na minha vida que ia passar tanta raiva com uma impressora. O software é imprestável, nada funciona, demora para responder e no computador não tem nem como voltar entre abas. Não era para ser complexo e nem difícil de configurar, é um software DE IMPRESSORA. Eu só queria IMPRIMIR UM PAPEL, mas demora um século para ele achar a impressora, e para eu mover ela para outra rede tive que ficar procurando documentação ou videos pra descobrir como resetar a rede da impressora, nem um pouco intuitivo. Estou extremamente instatisfeito, dá vontade de explodir essa impressora. Não recomendo nem um pouco, dinheiro jogado fora.",br,2025-10-01T09:19:33-07:00,13209914302,1,Horrível,20.1.0,0,0
RachelLyon,En varias ocasiones no detecta mi lmpresora encendida.,mx,2026-01-18T12:12:01-07:00,13649049414,3,Podría mejorar,20.2.0,0,0
Agilizador,La mejor alternativa,mx,2026-01-17T20:53:45-07:00,13646428517,5,El mejor escáner,20.2.0,0,0
Manu elhgv,De asco esta impresora,mx,2026-01-17T14:05:58-07:00,13645386559,1,Un fraude,20.2.0,0,0
flysabell,Desde mi wats app,mx,2026-01-16T15:20:51-07:00,13641597830,5,Súper fácil de usar,20.2.0,0,0
ekfidkkd,Batallo mucho para conectar la impresora con la aplicación,mx,2026-01-15T09:58:11-07:00,13636985117,1,Malo,20.2.0,0,0
Femboys🥰🐛,Hay muchos femboys🥺🥰🦉👩🏿‍🦲💜,mx,2026-01-14T15:33:05-07:00,13634162301,5,Me sirve mucho xd,20.2.0,0,0
Cambio mi vida !,"Es una impresora buen precio, fácil de usar ✅",mx,2026-01-13T08:40:56-07:00,13629280205,5,Impresora práctica,20.2.0,0,0
Pugatron,Muy buena app,mx,2026-01-12T15:54:27-07:00,13626751176,5,Excelente app,20.2.0,0,0
Alynth18,Es muy buena la aplicación me gusta mucho,mx,2026-01-12T09:43:18-07:00,13625745115,5,Impresora,20.2.0,0,0
Oveja viajera,Se conecta fácilmente al celular y puedo imprimir cualquier cosa,mx,2026-01-11T20:15:28-07:00,13623691831,5,Excelente impresora,20.2.0,0,0
Homero181087,App difícil de utilizar poco intuitiva y además mala para escanear,mx,2026-01-09T07:44:37-07:00,13613500400,2,Era mejor antes,20.2.0,0,0
Ernesto IMac,Excelente,mx,2026-01-09T07:43:33-07:00,13613496916,5,Excelente,20.2.0,0,0
EmmanuelSsj02,Muy buena calidad y fácil instalación,mx,2026-01-08T15:51:16-07:00,13611068751,5,Calidad,20.2.0,0,0
Jhosuereyes,Excelente impresora muy fácil de usar,mx,2026-01-08T14:16:12-07:00,13610824170,5,Increíble,20.2.0,0,0
ricoleón,No se puede,mx,2026-01-07T13:34:44-07:00,13606820934,3,Recortar formato rectangular,20.2.0,0,0
Aldahir Alonso,Tiene muchas funciones me ha servido bastante.,mx,2026-01-05T21:28:23-07:00,13600340289,5,Muy útil,20.2.0,0,0
M—M Mental,Excelente App y Equipo. 100% recomendable la marca.,mx,2026-01-05T20:55:45-07:00,13600272251,5,Excelente,20.2.0,0,0
Leticia JS,La impresora es lenta y no está imprimiendo el trabajo que le mando :(,mx,2026-01-04T06:25:14-07:00,13593777294,1,No imprime lo que mando,20.2.0,0,0
PaolaaR55,"Está todo bien menos la ayuda para conectar la impresora a wifi, tardé muchísimo y tuve que buscar en la web de hp mucho tiempo porque no estaba a la vista",mx,2026-01-02T00:17:08-07:00,13584287175,3,Mejorar en ayuda de conexión wifi,20.2.0,0,0
JFR2018,Hasta ahora es más fácil vincular impresoras y poder imprimir fácil documentos desde el celular y cambiar algunas características de la impresión eso es un punto extra. Y la interfaz más llamativa,mx,2025-12-31T17:06:11-07:00,13579052547,5,Muy Practia,20.2.0,0,0
SusyTovar,Muy buena y bonita,mx,2025-12-31T15:21:46-07:00,13578766862,5,HP,20.2.0,0,0
An mc,"Instale en la Mac. Ni siquiera abrió y tiene el sistema operativo indicado. En el
Celular si se configuró, pero no puedo imprimir. En teoría todo está bien pero es imposible de usar. Un gasto inmenso para algo que no sirve!!!",mx,2025-12-31T14:53:26-07:00,13578693963,1,Muy mala,20.2.0,0,0
chekortes,Es fácil de usar,mx,2025-12-29T10:19:51-07:00,13569825100,5,Buena app,20.2.0,0,0
Y yo le dije,Dado que sus impresoras no ofrecen impresión directa es necesario depender de este tipo de apps inútiles que por cierto es obligatorio iniciar sesión de otra forma no podrás imprimir… es decir: o entregas tus datos para que te llenen de publicidad basura o no puedes utilizar tu impresora.,mx,2025-12-29T06:44:19-07:00,13569091276,1,O entregas tus datos o no imprimes,20.2.0,0,0
David Hernández Pinto,Excelente aplicación para escanear documentos. HP a la vanguardia.,mx,2025-12-28T14:45:57-07:00,13566554434,5,Excelente herramienta,20.2.0,0,0
Eva Georgina,"Hoy la utilicé por primera vez y parece que es muy útil 👍
May 29, 2016: segunda vez q la ocupo y totalmente satisfecha con el resultado 😃👌🏻",mx,2025-12-27T22:07:45-07:00,13563697271,5,Para escáner To scan,20.2.0,0,0
ChelQ9,"Es una aplicación que te facilita mucho los ajustes de los documentos antes de imprimirlos y también en el escáner, muy fácil de usar e intuitiva.",mx,2025-12-20T10:19:09-07:00,13535770796,5,Efectiva,20.2.0,0,0
Vannn317,"Excelente aplicación, súper útil para usar impresora sin computadora. 👌🏽",mx,2025-12-19T11:01:42-07:00,13532065397,5,:),20.2.0,0,0
Nasty_bellakita,:D,mx,2025-12-19T06:51:08-07:00,13531297419,5,Muy buena app,20.2.0,0,0
Casanova’s,"La mejor impresora me encanta, muy fácil de usar, duradera, muy buen producto",mx,2025-12-17T20:48:26-07:00,13526209383,5,Impresora hp,20.2.0,0,0
AlecaRiv,Me gustó estoy satisfecho,mx,2025-12-15T09:46:49-07:00,13517242775,5,Buena calidad,20.2.0,0,0
Xochimitl Noe  2025,Excelente,mx,2025-12-13T18:31:07-07:00,13511002118,5,Ok,20.2.0,0,0
NIGAMAN2004,Me parece sencillo la manera de manejar la interfaz,mx,2025-12-13T11:08:31-07:00,13509810939,5,Muy funcional,20.2.0,0,0
valeria Gonz 03,"Te hacen hacer una cuenta para imprimir, a veces tiene problemas para iniciar sesión, y sin iniciar sesión no puedes imprimir. Se me hace tonto que necesites una cuenta para poder usar tu impresora que tiene wifi. Luego al mandar a imprimir se traba y puedes tardar horas queriendo hacer tu impresión. Horriblemente cansado y tedioso.",mx,2025-12-13T08:00:45-07:00,13509190838,2,Demasiado rollo para imprimir,20.2.0,0,0
hfjfjfnflwlpqpdjfm,"La impresora tarda años en imprimir, el trabajo se tiene que enviar fácil 10 veces para que pueda imprimir",mx,2025-12-10T16:17:49-07:00,13499244392,1,Muy mal servicio,20.2.0,0,0
