author,content,country,date,id,rating,title,version,vote_count,vote_sum
Pensionär som nu är sur,"För mycket tekniska problem!

Köpte skrivaren o var medlem, nu när jag inte har garantin funkar allt dåligt!",se,2024-01-18T01:48:08-07:00,10835156190,1,Sur användare,16.16.1,0,0
Nori $Store,"Thank you for making my life easier and more effective! 
Your HP Deskjet is the best of them all! 
I’m really happy I bought your product, you should be proud of your work especially the designers and software producers!",se,2024-01-16T05:40:06-07:00,10828472884,5,Thankyou,16.16.1,0,0
MHPfff,Need to reconnect to Wi-Fi and restart the printer for every page we print,se,2024-01-07T04:00:19-07:00,10794536489,1,When printing becomes a night mare,16.16.1,0,0
Santhorstlaan,Vi är oerhört missnöjda med denna skrivare. Den är inte det minsta användarvänlig och otroligt omständlig och långsam! Rekommenderar inte någon att köpa denna!,se,2024-01-07T01:21:27-07:00,10794119525,1,Krånglig och långsam skrivare,16.16.1,0,0
Hamzah Kh,"Gör jobbet enklare och snabbare! 
En tacksam kund för givet  😍",se,2024-01-03T12:22:59-07:00,10780168045,5,Så hjälpsam App,16.16.1,0,0
Användare_79,HP e verkligen bland d sämsta som finns och speciellt när d kommer till supporten! Har en HP Tango å hade jag vetat att HP tvingar sina kunder till en monopol av användning av specifika patroner hade jag ALDRIG skaffat deras skrivare!!! Om jag har köpt en skrivare så e d väl för f*n upp till mig att välja vilka patroner jag vill använda å inte ni på HP!!!! Trots att d e JAG som betalat för skrivaren så anser ni att ni ska ha rätten att styra vilka patroner jag får/inte får använda???? J*vla skämt detta! Skäms på er!!!,se,2024-01-02T11:43:59-07:00,10775917413,1,VÄRDELÖS!!!!,16.16.1,0,0
Hjallis007,"Haft andra märken mellan HP skrivaren 
Det blir aldrig annat märke 
HP är så bra att förklara i förstastegen gällande att få allt igång så
Smidigt som möjligt 👍

HP igen och aldrig ngt annat from nu",se,2023-12-29T08:55:55-07:00,10759441549,5,Toppen skrivare HP,16.16.1,0,0
Njaaee sådär,"Med min enkla skrivare som inte har en display behövs mer förklarande hjälptexter i appen när skrivaren krånglar. Varför är ”skriv ut” knappen inte aktiv/gråmarkerad? Vad kan det bero på? ”Se till att skrivaren är ansluten” ger mig ingen hjälp alls eftersom den ÄR ansluten utan felkoder/signaler vad jag kan se.. Då erbjuder HP Smart inget stöd. Inte en självförklarande, logisk och intuitiv app helt enkelt.",se,2023-12-16T00:04:28-07:00,10701070925,2,Inte användarvänlig,16.15.1,0,0
Bjgnyn,Har haft skrivaren i ca. två veckor och den fungerar mycket bra. Skriver ut via Wi-Fi från mobilen såväl som från datorn via kabel. Allt väl.,se,2023-12-14T07:23:19-07:00,10693765150,5,HP smart tank 7306,16.15.1,0,0
walen1957,Dålig och ojämn svarta även fast jag fyllt på svart toner,se,2023-12-13T02:59:25-07:00,10689306007,5,Dålig svärta,16.15.1,0,0
sami's iPhone 5,Allt inte funkar som i början jag tror den här appen är sikte i,se,2023-12-11T03:25:38-07:00,10681672642,1,Funkar inte,16.15.1,0,0
Ella som aldrig köper Hp igen,"Otroligt dålig printer. Köpt två, den ena gick sönder efter 1 v och den andra har fortfarande inte lyckats skriva ut en enda sida.",se,2023-12-07T11:05:39-07:00,10667754149,1,Två skrivare som inte fungerar,16.15.1,0,0
ÅÅÅr,Bra att det är på Svenska!,se,2023-12-06T04:29:59-07:00,10663168584,4,Gick till slut,16.12.1,0,0
jfduhgctjngfyuhbvgub,"Inte särskilt tydligt, och mycket pop up.",se,2023-12-05T02:53:47-07:00,10659467385,3,Krångligt,16.12.1,0,0
Nemesis1422,Otroligt många funktioner och enkla instruktioner till ett mycket bra pris!,se,2023-12-03T00:15:49-07:00,10652109802,5,Superenkel,16.12.1,0,0
Rrrrrrrttttttttttttt,"HP skrivmaskin är så dum så att den inte kan skriva ut ett par A4. Att köpa HP skrivmaskin var bortkastade pengar kunde lika gärna skriva ut i skolan eller biblioteket.

600 kr mindre för ingenting ”tack HP smart ni gör ett bra jobb” hade jag sagt om jag vore en masochist.",se,2023-11-22T11:22:03-07:00,10613598862,1,HP Stupid!!!,16.12.1,0,0
Kulansen,Äter lite mkt. färgpatroner,se,2023-11-21T07:55:28-07:00,10609412273,4,Jo,16.12.1,0,0
Skriv is,Toppen,se,2023-11-20T06:14:05-07:00,10605597035,5,Lätt att hantera,16.12.1,0,0
best 12121212,Det saknas funktionen att välja hur många sidor per varje sida vill man skriva ut!,se,2023-11-17T05:12:56-07:00,10594802204,1,Hp app,16.12.1,0,0
Robskul77,"Omständig, känner inte av pappersstorlek, kopplar bort skrivare, är inte synkroniserad med mobilens fotoalbum och slutar fungera i tid och otid.",se,2023-11-11T01:49:15-07:00,10573488491,1,Omständig och krånglig,16.12.1,0,0
"fgvdkhvbvfdhljsdfvdv""",Superbra app! Rekommenderas!!!! 😏,se,2023-11-03T08:54:17-07:00,10545965497,5,SUPERbra,16.5.1.2557,0,0
Glenndavis,Fungerar smidigt hy från min iPhone men tar otroligt lång tid för uppkoppling i min två år gamla iMac!,se,2023-11-03T02:15:13-07:00,10544775930,3,HP smart utskrifter,16.5.1.2557,0,0
Raggarjävel93,Appen buggar,se,2023-11-01T13:31:39-07:00,10539640827,5,Bugg,16.5.1.2557,0,0
Mazirab,Smidig utskrift utan konstigheter,se,2023-10-24T14:34:59-07:00,10511720013,5,Gör vad den ska,16.5.1.2557,0,0
JennyPennyBus,Så smidig och enkel att använda!,se,2023-10-23T09:09:47-07:00,10507403946,5,Smidig,16.5.1.2557,0,0
Mwisa M,En ny skrivare som skannar med så dålig kvalitet.,se,2023-10-15T13:01:30-07:00,10478860749,1,Skanning,16.5.1.2557,0,0
erikronstrom,"The printer has a USB port - but it can’t be used unless you first install the HP Smart app and connect the printer to a wi-fi?! That has to be the most stupid and user unfriendly design decision I have seen in a long time!

After installing the app, going through a hundred steps including giving away your location, it can’t find the printer for a long time, and when it eventually manages to connect, I still cannot print.

I have now spent an hour on this useless device without any useful results. Tomorrow I will return this printer to the store and try something else. HP, never again.",se,2023-10-14T13:33:30-07:00,10474952660,1,Worst design I’ve seen in a long time,16.5.1.2557,0,0
monnieronnie,Perfekt skrivare bra service från HP och patronservicen är oslagbar.,se,2023-10-09T02:36:48-07:00,10455103359,5,Enkelt,16.5.1.2557,0,0
Voxsätter,Alla textrader är inte ok.,se,2023-09-18T00:50:12-07:00,10380418205,5,Go skrivare Deskjet 3764,16.5.1.2557,1,1
Enselic,Burns battery like crazy in the background right now. My phone is hot.  Confirmed to be this app in battery info page in settings.,se,2023-08-28T20:55:07-07:00,10310619292,1,Battery burn,16.0.1,0,0
johanjanx,Varför krånglar skrivare ALLTID. Reklamen säger att Smart Tabk-skrivare inte krånglar- men pyttsan.,se,2023-08-25T12:40:18-07:00,10298835432,1,Krånglar alltid,16.0.1,1,1
Deerhunter888,Worst app ever!,se,2023-08-08T14:16:47-07:00,10234981844,1,If I only could give zero stars!,15.0.1,0,0
läckerkille❤️👍,G,se,2023-08-05T16:45:56-07:00,10224126060,5,Hp smart toppenbra och enkel att använda,15.0.1,0,0
SvenskeUlven,"Fick meddelande om att färgpatroner jag köpt under abbonemangsperioden inte kommer att fungera. Det gäller patroner du köpt från HP och betalat för och har du köpt annat fabrikat via nätet fungerar inte de heller och någon ersättning utgår så klart inte. HP behåller dina pengar.
TJYVFÖRETAG",se,2023-07-28T09:13:08-07:00,10192164984,4,Abonnemangspatroner funkar ej o du får heller inga pengar tillbaka 🤮,15.0.1,0,0
matkasse,Står att skrivaren är klar men skriv ut knappen är grå och går inte att klicka på. Appen ger ingen förklaring till detta vilket gör det näst intill omöjligt att felsöka. Traumatisk upplevelse,se,2023-07-24T09:23:30-07:00,10177074491,1,Värsta jag har varit med om,15.0.1,0,0
Zorinn62,"Lätt att installera, snygga utskrifter",se,2023-07-16T07:15:43-07:00,10146906741,5,Deskjet,15.0.1,0,0
Ilus68,Jag som är oteknisk hade jag lyckats med att installera skrivaren. Nu kan jag använda skrivaren för mina behov.,se,2023-07-14T23:46:20-07:00,10142099988,5,Stolt,15.0.1,0,0
Stamatis Sweden,Bästa app till bästa produkter . HP är garanterat de bästa produkter med bästa service,se,2023-07-04T14:45:13-07:00,10104298250,5,Bästa app,15.0.1,0,0
hgm1222,Always a lot of hassle,se,2023-07-02T02:39:56-07:00,10095329102,1,Always trouble,15.0.1,0,0
K.ö,"Testade att skriva ut från min iPhone,
fungerade utmärkt!",se,2023-06-17T01:09:27-07:00,10042427761,5,Utmärkt!,14.0,0,0
Huvgyjbii,"Tar alldeles för lång tid pga inloggningskrsv, ta bort det!",se,2023-05-24T02:31:54-07:00,9959858510,1,Inte bra…,12.0,0,0
Ove i bostadsrättsföreningen,Hur kan man göra något så enkel som att skanna ett dokument till något som ska ta så mycket tid och energi i anspråk? Har ni sadistskola?,se,2023-05-12T09:20:20-07:00,9919547494,1,Krångligt,12.0,0,0
Svalgård,"Funkar bra men era färgpatroner är kass. Det verkar som att man måste skriva ut ofta annars är det bara att köpa ny patron trots att skrivaren indikerar att det är kvar 2/3-delar i patronen.
Bra för er men mycket irriterande för mig.
Janne",se,2023-05-11T09:00:11-07:00,9916140210,5,Skrivare,12.0,0,0
Janne K E,"Jätte enkelt och smart utskrift . 
Snabbt och lättsamt, kanon helt enkelt !!!
Janne Karlsson Edholm",se,2023-05-03T00:19:18-07:00,9887403423,5,Skrivaren som är effektiv,12.0,0,0
Eländes elände,"Skrivareländet skriver för tusan bara ut en tredjedels sida. Resten är blankt. Skräp!!!!!

Gör nått åt eländet!",se,2023-04-18T05:51:59-07:00,9834839899,1,HP Smart Tank plus 559,11.0.1,0,0
Flyg stopp,Det är fantastiskt att kunna skriva ut på detta sätt. 😊,se,2023-04-09T01:09:55-07:00,9802791584,5,Fantastiskt,11.0.1,0,0
TempelRunLover,You can’t use iprint and you have to log on to go every time and it’s just a hassle.,se,2023-04-04T12:48:18-07:00,9787046960,1,Get another printer,11.0.1,0,0
Mr Steen,Lovely 👍🏻,se,2023-03-29T08:28:45-07:00,9764810835,5,Scan banan,11.0,0,0
Barcelona 2020,Super och väldigt lättanvänd!,se,2023-03-28T03:15:50-07:00,9760445611,5,Rawstone,11.0,0,0
sportnytt,Går ej ens att se bläckstatus via appen eller ens vilken modell på skrivaren bär man är i affären och snabbt behöver köpa bläck dom torjar ut i rekordfart,se,2023-03-27T09:52:24-07:00,9758128896,1,Jävligt dålig skrivare och app,11.0,0,0
Mitt riktiga namn är Daphne,Måste gå in på appen söka upp dokumentet sedan förfranska sedan skriva ut. Alldeles för många moment. Hur göra för att kunna skriva ut från pages direkt. Ska det vara så svårt för att skriva ut ett papper från en iphad?,se,2023-03-20T11:48:57-07:00,9734202435,1,Missnöjd,10.0.1,0,0
nish47,"Varannan gång man försöker skriva ut så går det inte. Det går ALDRIG på första försöket. Ibland kommer det på tredje försöket. Det finns inget bläck och nedersta biten av sidorna skrivs inte ens ut men appen säger att allt är finfint och precis som det ska vara. Den verkar inte kunna kommunicera med printern alls förutom att kontrollera att den har internet åtkomst…. 

Det var en ok app förut innan den krävde login och konstant internet uppkoppling. Nu får jag massa varnings meddelande om jag stänger av printern för att spara el och sen måste jag typ göra om registrering när jag slår på printern igen….",se,2023-03-16T01:40:21-07:00,9718507299,1,Allt är fel,10.0.1,0,0
gojbhhh,Tack,se,2023-03-15T11:40:48-07:00,9716720660,5,Tack,10.0.1,0,0
Niklas i Tstad,"Skriver bara ut i svartvitt fastän färg inställt.
Indikerar inget fel. Har kört rengöringsprogram.",se,2023-03-13T07:39:26-07:00,9709307571,1,Skriver bara ut i svartvitt,10.0.1,0,0
SteelMum,Perfekt verktyg!,se,2023-03-10T01:56:59-07:00,9697953178,5,Smidigt,10.0.1,0,0
StaffanSv,Fungerar som den ska men saknar funktion för dubbelsidig utslrift,se,2023-03-01T01:46:57-07:00,9667239929,2,Saknar dubbelsidig utskrift,10.0.0,0,0
QMZPAWN,Funkar bara med original patroner trots att jag haft samma patroner alltid. Hur ska jag kunna använda min skrivare????,se,2023-02-27T12:43:40-07:00,9662161656,4,Funkar inte!!,10.0.0,0,0
Mariboda,Så smidig app! Perfekt att scanna dokument direkt med mobilen👌🏼,se,2023-02-21T23:23:44-07:00,9642733662,5,Egenföretagare,10.0.0,0,0
GR84aLaf,Nothing prints,se,2023-02-06T23:18:06-07:00,9591855664,1,Not working,9.7.2,0,0
dummhuve,Det sämsta jag varit med om,se,2023-02-06T07:44:48-07:00,9589783806,5,Bara krångel,9.7.2,0,0
frimpen,Exemplariskt!,se,2023-02-03T09:41:12-07:00,9579206091,5,Fotoutskrift!,9.7.2,0,0
Trött på dåliga appar,Efter sista uppdateringen på min iPhone fungerar appen inte längre. När den hittat min skivare hp 6100 och när man trycker okej så hänger sig appen och man måste stänga av och sätta på telefonen igen.,se,2023-02-01T07:49:59-07:00,9571638228,1,Fungerar inte längre,9.7.2,0,0
Stillybs,"If you ask for a review after three seconds, you get one star",se,2023-01-29T10:08:14-07:00,9560985663,1,Stop asking,9.7.2,0,0
PialillRing,Mubashir var fantastisk hjälp - 5 stjärnor till honom!!!!,se,2023-01-26T07:36:32-07:00,9549556925,5,Support,9.7.2,0,0
Sämst i stan,Skrivaren skriver bara ut översta delen av dokumentet eller bilden. Trots upprepade byten av färgpatroner med efterföljande inställning av skrivarhuvuden mmmm!,se,2023-01-24T07:07:41-07:00,9542442180,1,Hp Deskjet 2721e,9.7.2,0,0
zcambridge,Otherwise not usable,se,2023-01-23T04:06:54-07:00,9538410072,3,Force u to have account,9.7.2,0,0
RR82bgt42,Hela paketet är fantastiskt. Den skriver ut allt när som helst.,se,2023-01-20T06:43:21-07:00,9527914077,5,HP Skrivare,9.7.2,0,0
gammelclaes,Lätt bra,se,2023-01-17T14:48:58-07:00,9518652003,5,"Foto, lätt brs!",9.7.2,0,0
ladylinda88,När jag äntligen fick rätt patroner till skrivaren så hade jag jätte kul,se,2023-01-16T11:00:32-07:00,9514673784,5,Älskar,9.7.2,0,0
jzjozzan,När man skriver ut blir texten lite suddig men det är en bra skrivare infalla fall.,se,2023-01-15T07:00:31-07:00,9510367398,2,Skrivare,9.7.2,0,0
neriw,Appen är omständig och seg,se,2023-01-06T08:54:44-07:00,9478281947,1,Hp smart,9.7.2,0,0
krille4x4-1970,Enkel installation och mkt bra pris.,se,2023-01-04T08:15:38-07:00,9470705561,5,HP laser jet,9.7.2,0,0
putterr28,"Appen och datorprogrammet fungerar uruselt. 
Appen står bara och laddar och när jag vill använda funktionerna på skrivaren vill den bara att jag ska göra ett konto hos HP och funkar inte ens att registrera ett konto",se,2023-01-04T07:25:01-07:00,9470547009,1,Otroligt dålig respons,9.7.2,0,0
suely.franco1980,Bästa köpa,se,2023-01-02T13:17:38-07:00,9463771731,5,Maravilha excellent mycket nöjda,9.7.2,0,0
Hi5 Hawk,"Något långt till de saker man behöver göra. Fråga: ”vad vill man mest av allt göra”
Hur når man snabbast dit….

Skulle vilja ha snabbare steg till att förstora, Förändra, Fixa. Skriva ut och scanna. Det är för många klick. Det mesta finns. Men inte med få klick. Tar allt för lång tid att göra de simpla sakerna som är hela poängen med skrivare/scanner.",se,2022-12-21T07:43:13-07:00,9420117901,3,Ok app.,9.7.2,0,0
Nickemannen,Jag vet inte vad som beror på skrivaren och vad som beror av appen men förhandsvisningen stämmer inte med resultatet. Det duger inte.,se,2022-12-20T11:48:33-07:00,9417216696,2,Bilden beskärs fel,9.7.2,0,0
loopan123456,And support is terrible,se,2022-12-20T11:40:31-07:00,9417197975,1,Hp printer never work,9.7.2,0,0
Nicke7219,Fungerar utmärkt,se,2022-12-10T01:49:08-07:00,9380415571,5,I mobil,9.7.1,0,0
Calle06,"When I bought the printer everything worked fine without an HP account. Now the stupid app require you to create a HP account to print/scan on your local printer! 

Never HP again!",se,2022-12-09T20:26:57-07:00,9379677077,1,Bait and switch,9.7.1,0,0
bskdbekqbfkdjebfuekfjdjdbejd,Otroligt svårt att koppla upp mot skrivaren.,se,2022-12-07T12:20:47-07:00,9371447676,1,Hur svårt kan det vara?,9.7.0,0,0
Dubbel6an,Det är extremt svårt för telefoner och datorer att hitta skrivaren,se,2022-12-03T04:09:51-07:00,9355829742,2,Anslutning,9.6.1,0,0
Ursula 2022,Jag vill ansluta UTAN internet! Bluetooth?,se,2022-11-22T09:26:31-07:00,9317396246,1,Printer HP Deskjet 2700,9.6.1,0,0
Emobz,"Nu behöver man plötsligt skapa ett konto för att skriva ut foton. Jag har redan betalt för skrivaren, jag vill inte betala igen genom att dela min personliga information med hp.",se,2022-11-19T12:42:56-07:00,9307030992,1,Dåligt med krav på konto,9.6.1,0,0
McManaman,"Verkligen inte plug and play med HP ENVy Inspire 7200e, skrivaren säger hela tiden slutför konfiguration trots jag följt den ”detaljerade” instruktionen. Vad gör jag för fel?",se,2022-11-16T09:12:00-07:00,9296019736,1,Forskare för att kunna installera en skrivare?,9.6.1,0,0
Kennil44,"Utomordentligt enkelt och bra. 
Mycket nöjd  med HP överhuvudtaget.",se,2022-11-14T05:16:01-07:00,9288723429,5,Mycket nöjd med HP,9.6.1,0,0
Han12345678909,Lätt installation lätt att använda bra pris ++++,se,2022-11-10T11:46:47-07:00,9275664066,5,Kanon,9.6.1,0,0
Äppy,Kanske finns utan att det är aktiverat,se,2022-11-08T21:41:59-07:00,9270305646,2,Saknar dubbelsidig utskrift och A4 som defaitism,9.6.1,0,0
Kc_Drape,"Onödigt krångligt, går inte att koppla ihop skrivare och dator",se,2022-11-01T02:51:08-07:00,9243340942,1,Krångligt system,9.6.1,0,0
v höxph öh,Det är bättre att ha skrivar appen direkt. Att hålla på att behöva logga in  tar onödig tid,se,2022-10-26T08:13:30-07:00,9224096470,1,Kass,9.6,0,0
HarryKane777,"Man måste ju för faan vara nätverksingenjör 
för att få igång skrivaren
Trodde de var appen som heter HPsmart
Som skulle va det
Men det är användaren som behöver vara smart för att använda appen… gör om gör rätt",se,2022-10-25T23:22:18-07:00,9222760252,4,Användarvänligare app!!!,9.6,0,0
MWPerfe t,Nu tvingas jag logga in med HP snart för att skriva ut något och det kräver även att jag sparar dokumentet på hp smart innan jag kan skriva ut. Innan kunde jag skriva ut allt direkt via mobilen!!,se,2022-10-25T07:49:57-07:00,9220738612,1,Varför fungerar det inte som förr,9.5.1,0,0
MFIjr,This used to be an excellent app. Now it requires me to create an account with HP to scan. I really don’t like that.,se,2022-10-16T12:21:39-07:00,9191634276,1,Why an account?,9.5.1,0,0
hdeyfhgkh,Kraschar ideligen. Krånglig som sjutton.,se,2022-10-10T10:18:04-07:00,9171113610,1,Fungerar uselt,9.5.1,0,0
Håkan R,Super,se,2022-10-07T11:17:27-07:00,9161203198,5,Väl beskrivna och tydliga instruktioner,9.5.1,0,0
J71O,Efter senaste uppdateringarna (okt 2022) funkat det inte längre att skrivarscanna på min Envy 6010. Innan dess har allt fungerat ok.,se,2022-10-07T06:52:09-07:00,9160471814,2,Scannar inte längre,9.5.1,0,0
kaptenmats,Bästa skrivare jag haft,se,2022-10-04T01:50:52-07:00,9149674439,5,Hp-smart,9.5.1,0,0
noisne,Har aldrig haft en så omständig installation.,se,2022-10-03T10:50:38-07:00,9147773393,1,Fruktansvärt jobbig uppstart av en enkel skrivare!,9.5.1,0,0
Arlettis5,Trögt att koppla upp mot Wi-Fi och HP appen det tog 1 timme,se,2022-10-01T11:21:57-07:00,9140931802,3,Trögt,9.5,0,0
Jepekay ye,Fungerar perfekt!,se,2022-09-29T04:20:13-07:00,9132934208,5,Örebro,9.4,0,0
BZ-Strike,"Jag var på bokhandeln och köpte två färgpatroner HP 305 XL. Den ena vill ej alls och den andra ibland. Mest blir det bara svartvit och liten del av färgbild. 
Har jag ett A4 med färgad text och en liten färgbild så blir bara övre 5 cm skriven.",se,2022-09-28T02:40:32-07:00,9129524401,2,Skrivarpatron färg,9.4,0,0
Appleskrot Fruit Comp,HP är sämst,se,2022-09-23T07:42:40-07:00,9113681431,1,Hp sämst,9.4,0,0
Bleblom,Finner inte hur man begränsar antal sidor i ett valt dokument…,se,2022-09-13T07:54:41-07:00,9080997014,2,Skriver ut för mycket,9.4,0,0
Zain Kaleem,Excellent for scanning,se,2022-09-09T09:53:24-07:00,9068029944,5,Best Hp app,9.4,0,0
F Alaei,It’s very good but I hope Hp developers would work on the app and it’s compatiblity with 178nw,se,2022-08-27T14:49:34-07:00,9024330959,5,Hp,9.4,0,0
Mikael5099,Går endast att skriva ut med HP original patroner,se,2022-08-11T04:07:52-07:00,8967434727,1,Går ej att skriva ut,9.4,0,0
Gunghäst2344,Jag kan inte välja duplex när jag ska skriva ut. Min skrivare har duplex och det fungerar när jag skriver ut från en dator.,se,2022-07-27T11:59:39-07:00,8917915149,1,Hanterar inte duplex,9.4,0,0
Micke. Le,"Varför måste jag skapa ett konto? Helt idiotiskt.
Dessutom är det onödigt krångligt program.",se,2022-07-17T11:06:40-07:00,8883955540,2,Mycket dum så,9.3,0,0
Pongidae-orginal,👍🏻 kanon,se,2022-07-03T03:40:45-07:00,8835939384,4,👍🏻Kanon bra,9.2.1,0,0
ngtreis,"Kan vara det sämsta jag någonsin upplevt, inte nog med att som samlar upp all information som bara går ska man även skapa ett konto för ett få använda sin skrivare. Makalöst",se,2022-06-26T06:19:24-07:00,8812387001,1,Omöjligt att skriva ut utan att skapa ett konto,9.2.1,0,0
charlidamilion,my print is yellow when its supost to be black,se,2022-06-25T07:15:16-07:00,8809252785,1,it is broken,9.2.1,0,0
BertilM,Skulle kunna gå att välja fack,se,2022-06-21T08:40:12-07:00,8796276400,4,Utsktifter,9.2.1,0,0
Tova11,"I don’t know if it’s the printer or the app but I’m never able to connect the printer without having to restart it before being able print anything at all, so each photo takes about 2-20 minutes to print depending on if I have to log into my account to verify my email and it can be really frustrating.",se,2022-06-13T15:16:57-07:00,8771209167,2,Life is hard.,9.2.1,0,0
IzaZoya,"Hej, hur skriver jag ut ett dokument från ett USB? 
Mvh Ingrid",se,2022-06-13T11:32:26-07:00,8770726577,1,Utskrift från pdf från USB,9.2.1,0,0
A S Henschel,"Den var lite komplicerad att installera men oerhört trevlig att använda. Alltid stabil trådlös kontakt med laptop och smartphone, skriver ut snabbt, snyggt och dubbelsigt utan komplikationer. Är väldigt nöjd med printern, ett riktigt bra köp.",se,2022-06-12T02:16:54-07:00,8766102261,5,Utmärkt printer,9.2.1,0,0
Dempa_STHLM,"1) för att skanna var jag tvungen att ha konto hos HP, trots att jag var direktkopplad med wifi till scannern. 
2) på ios (apple) tar appen över som default pdf-läsare. Måste avsintallera detta program för att få tillbaka det som jag vill ha det.",se,2022-06-08T12:28:33-07:00,8754480136,1,Kräver konto hos HP,9.2.1,0,0
flygerås,När det fungerar är det utmärkt,se,2022-06-04T04:50:58-07:00,8740011815,5,Utskrift,9.2.1,0,0
DorisoConrad,Fantastiskt,se,2022-05-25T06:53:53-07:00,8706648460,5,Kameraskanning,9.2.1,0,0
Maddo78,Så himla smidigt,se,2022-05-21T10:01:19-07:00,8693979050,5,Skriva ut med mobilen,9.2.1,0,0
Anka3999,"Krånglig att få igång, var tvungen att ska ett konto för att får skriva ut. 
När det väl var igång var det enkelt att skriva ut",se,2022-05-20T13:21:34-07:00,8690957320,4,Krångel att installera inte helt enkelt,9.2.1,0,0
Ditte81iowa,"It’s surprisingly bad. No customised resizing by measurement, no printing more than one photo. And you have to log in.",se,2022-05-17T23:09:33-07:00,8682384816,1,This does pretty much what you phone can already do,9.2.1,0,0
whitedevil6606,Needed help from my dad,se,2022-05-17T10:07:20-07:00,8680725892,5,Nice,9.2.1,0,0
jgåixcov,"Ingen OCR för fotad text, detta borde meddelas användaren.",se,2022-05-14T15:44:08-07:00,8671523202,1,"Ingen OCR för fotad text, detta borde meddelas användaren.",9.2.1,0,0
Janke48,Hej,se,2022-05-14T12:48:52-07:00,8671156402,2,Mycket krångligt att installera,9.2.1,0,0
puckolina,"Lite krångligt att lära sig ( är 70 år) men när det väl sitter är den superbra och faktiskt inte alls så krånglig. Underbart att så lätt skriva ut från mobilen ,",se,2022-05-12T10:57:06-07:00,8664035635,5,Recension,9.2.1,0,0
Rymbaba,"Saknas tydligare förklaring vilken typ av bläck saknas och instruktioner om hur ska man byta samt vilken ska man byta!!!
Känd att överallt bara info om abonnemang och betalning och beställningar",se,2022-05-08T23:55:57-07:00,8652476993,4,Bra men några saker saknas…,9.2,0,0
Anten6909,Det var med bra resultat,se,2022-05-03T02:53:20-07:00,8632268368,5,Photo,9.2,0,0
mariafinw,Den har ett litet pipande ljud hela tiden som är otroligt irriterande så det är omöjligt att jobba och ha den i samma rum,se,2022-04-28T05:36:24-07:00,8614783997,1,Den piper konstant,9.2,0,0
I Eksjö,Funkar bra men inloggningsfunktionen är helt kass!,se,2022-04-23T12:37:42-07:00,8598899650,5,Hp Smart,9.1,0,0
Mandusson,Efter uppdateringen av appen har det blivit mycket krångligt att snabbt göra en utskrift och appen är svår att använda. Den är alldeles för långsam att använda. Ständig inloggning i flera steg upplevs omständlig och är tidskrävande,se,2022-04-23T04:17:34-07:00,8597472806,2,Krångel,9.1,0,0
Qzmrskt,"There aren’t ever any error messages or any leads on what might be wrong. HP printers just doesn’t print, for no reason what so ever. Then suddenly, it works. For a day or so, just so that you don’t get around to buy a new printer from a company with quality control. 

HP Printers are one of the final holdouts for 90s tech.",se,2022-04-20T00:00:39-07:00,8586541901,5,Printing fails silently four times out of five,9.1,0,0
kompis💯%,Toppen 👍,se,2022-04-15T02:27:58-07:00,8569258247,5,Skrivare,9.1,0,0
Olof Fernaeus,Ja den är suverän skivare...!!🙏 Men lite dyra färger...😢 Olof Fernaeus Bollnäs Och att man kan skriva ut A4..!…!…!🙏🤗,se,2022-04-14T08:25:20-07:00,8566801712,5,Detta är en suverän skrivare... men lite dyra färger .!!!,9.1,0,0
hpkrångel,Krångligt,se,2022-04-14T01:15:57-07:00,8565591441,1,Krångligt,9.1,0,0
Nincsen,Okok,se,2022-04-13T02:48:56-07:00,8562204294,5,Hp deskjet,9.1,0,0
seg printer,"Krångligt och väldigt långsam utskrift men väldig bra utskrift kanske går att ställa in?

Men åter till att det är många klick innan man kommer fram till utskrift.
Scanning också väldigt invecklat mot dator",se,2022-04-12T08:20:43-07:00,8559689091,3,Seg,9.1,0,0
.23.23,"Just nu inte nöjd. Program letar efter fack 1 på min skrivare och fack 1 finns inte vad jag vet. 

Dåligt medföljande beskrivning",se,2022-03-31T04:16:24-07:00,8515392568,1,Fack 1,9.1,0,0
xjht83,"Det går inte att ändra storlek med appen, det går inte att skriva ut foton, i stort sett går inget annat än A4 svartvit text. Skanningen är bra men att skicka till e-post är krångligt.",se,2022-03-28T01:50:00-07:00,8504259595,5,Funkar med A4 men inget annat,9.1,0,0
Soniteon,Can’t even scale a photo or choose any settings. Why does this app even exist?!,se,2022-03-25T04:52:43-07:00,8493563791,1,Worthless,9.1,0,0
Glidarpiloten,Scannade bilder håller toppkvalitet!,se,2022-03-22T01:35:26-07:00,8482512514,5,Toppkvalitet,9.1,0,0
iMoamp,There is no easy way to change Wi-Fi.,se,2022-03-21T11:09:34-07:00,8480590730,1,Wi-Fi settings,9.1,0,0
hp_not_for_me,It takes me about half an hour to scan a document. Why do I need login for that? Login from macos app did not work at all. Login from ios did finally work. All in all a 5 second scan took me half an hour.,se,2022-03-19T01:15:19-07:00,8471622924,1,Really awful,9.1,0,0
1malars,Hade föredragit sladd framför denna app. Har funkat att skriva ut noll av 7 försök. Får bli retur på både app och hårdvara,se,2022-03-17T15:07:18-07:00,8466568046,1,Riktigt kass,9.1,0,0
sweden12355678,The app dies instantly and the link to support is invalid. Cannot install my printer therefore. Now tried for an jour,se,2022-03-08T04:20:03-07:00,8433349821,1,Useless,9.0,0,0
