title,review,rating,userName,date,version,country
C’mon Brother!,Would be great if it let me crop a portion of a PDF that I want to print and make it fill the page. The zoom feature doesn’t even work. If I type in 200% it still prints at 100%. It will let you do all that on a photo though. Ridiculous I paid $300 + for a printer and I can only use this worthless app with it. C’mon Brother!!!,1,Jmo87!,2023-09-07T15:40:20-07:00,1.13.0,us
Love my printer,Printer works great from my phone,5,Toemeka1,2023-09-07T07:38:52-07:00,1.13.0,us
Great printer,I got the MFC-6555DW. As always Brother doesn’t disappoint.  Love this printer.  It prints fast.  This printer manages the ink cartridges very well.,5,1Bigassdummy,2023-09-07T03:51:40-07:00,1.13.0,us
Brandon and MFC-J4335 DW,So far this machine and the connectivity are just as advertised. It operates like a champ. And for the price it is a great addition to my small business.,5,1bravo6,2023-09-03T21:20:04-07:00,1.13.0,us
Does not work,Can’t get print jobs done at home,1,Cpj504,2023-08-30T20:07:08-07:00,1.13.0,us
Excellent Feature,This is a great feature for a small home office!,5,KThomasUSA,2023-08-30T15:57:39-07:00,1.13.0,us
Crashes immediately,"I have an iphone 13 pro and haven’t got the app to open, crashes everytime",1,JoseFdeC,2023-08-26T10:27:04-07:00,1.13.0,us
Retired Quality  Inspector,"Retired quality control Inspector
The app is easy to use and out put quality Las",5,N Andrews,2023-08-23T17:17:23-07:00,1.13.0,us
Painfully dysfunctional,Repeatedly jumping through hoops with this app. It tells me to use the set up screen on my printer? Doesnt exist. Buttons not clearly marked. Finally looked like it would pront but pages are blank. Super annoying. Why do I need this fubar app? My printer is advertised a bluetooth printer. Does not connect. Also I already registered my device. Tells me to register every time. Annoying. Does not work. No clear way to connect or update firmware. Feels like planned obsolescence. No more brother productis for me. Thanx.,1,Gamesteals,2023-08-17T18:37:14-07:00,1.13.0,us
Best option Ever,"Having this available on my phone saves me so much time and it’s very convenient! Thank you for having this as an option, this makes work so much easier",5,hyryyrydyshshshMEMIA,2023-08-14T16:43:20-07:00,1.13.0,us
Yay! 2-Sided Working,Using this app is the only way we can print my husband’s church bulletins because he set his document up wonky.,5,PeeTrees Cards,2023-08-12T11:45:08-07:00,1.13.0,us
Brother MFC mobile app.,Very easy to set up.,5,SinghPelia,2023-08-10T09:17:51-07:00,1.13.0,us
Forced to install,Ridiculous I need to install bloatware on my phone just to connect my printer to the wifi.,1,scrubadubs,2023-08-07T15:27:25-07:00,1.12.1,us
Great printer,Easy to set up and use from computer and iPhones,5,Ed B in NC,2023-08-04T16:12:40-07:00,1.12.1,us
you’d think it would get better,"the worst experience i’ve ever had. 
not showing up-not available-not…
will be replaced before the year is up and not with another brother product. 
😞",1,K..M..D..,2023-07-20T16:32:51-07:00,1.12.0,us
Professor,"If I ever,  I say , if I ever start to buy a brothers printer or any of their product kick my A- -.",1,proffesor 1,2023-07-19T20:16:39-07:00,1.12.0,us
Having connection issues,"Nearly every time I go to air print, there is some kind of error!",2,Whatever11233,2023-07-17T15:00:18-07:00,1.12.0,us
Great,Super duper!,5,Japan60,2023-07-17T13:26:33-07:00,1.12.0,us
Hate brother,Impossible to figure out how to connect printer to wifi,1,Hate brother printer,2023-07-16T14:42:42-07:00,1.12.0,us
So good,Fr not even gonna lie on this one,5,ilikecatsbecauseido,2023-06-30T19:04:02-07:00,1.11.1,us
Super fast!,"This was so simple to setup! The speed for
Printing was amazing! I’m really impressed",5,srchomestead,2023-06-27T16:53:08-07:00,1.11.1,us
Love it !!!,Love this app !!!!,5,CarolRhfs,2023-06-26T10:50:47-07:00,1.11.1,us
Printer offline after changing to Spectrum ISP,I don’t understand why Brother printers continue to have this problem and why they don’t have a fix. Frustrating!!!!,1,Fenney5576,2023-06-23T10:50:32-07:00,1.11.1,us
Terrible,"I swear, every time I try to scan a document, this terrible app won’t seen my Brother device through my router.  I tell it to forget the device, then add a device and it finds it on the network.  Do you even know how DHCP works?  I do not want to statically assign my printer to my network and I shouldn’t have to!  This is so annoying doing this over and over!",2,cachappmania,2023-06-20T18:55:40-07:00,1.11.1,us
What a timesaver!,It is simple to print wirelessly from a cellphone. Works flawlessly with both my 3 year old iPhone and 2 year old Android Samsung.,5,phantom attorney,2023-06-18T23:42:06-07:00,1.11.1,us
Not happy,This printer has been extremely challenging to use. I wish I would have kept my old HP.,1,Ms. Marranzini,2023-06-09T13:54:17-07:00,1.11.1,us
Defaulting to A6 paper size?,"Hi there, I have been enjoying using my brother MFC for a While now. However whenever I go to print a document from my phone the paper size is locked on A6. I cannot get it to print letter size or even Change the page size. When I disconnect the printer the paper size options are available. I am hopeful this is a minor configuration issue and can be easily resolved. Other than this issue, this is a 5 star app and product.",3,Glorplan,2023-06-03T12:27:39-07:00,1.11.1,us
The app is just OK but…,"I have had 2 MFCJ4335DWs in 10 months and both had the same problem!  Wont print via USB!  Print via wifi fine. Customer support is awful!  Ignorant and totally clueless!  They want me to believe that a problem with servers in Japan arethe reasons for me not being able to print hardwired!!!  So, either they ate right and their printers are BRICKS without internet connectivity and especially connectivity to THEIR SERVERS or the usb interface boards are defective. Which one is more believable???
Brother is awful. Im going with Epson. 
AVOID ANY PRINTER COMPANY THAT HAS A PRINT SUBSCRIPTION SERVICE!!!!!!",3,Gospelteacher magnarider,2023-06-02T16:22:18-07:00,1.11.1,us
Finally,"I went to Staples and they sold me a printer that was four years old. It did not connect with any of my devices. After two hours Of frustration; I ordered this one yesterday; it arrived today 5:35 PM 
I am back in business. Now off to Staples to return the junk one.",5,D Skusted,2023-06-01T14:39:19-07:00,1.11.1,us
Easy,The printer is very easy to use. Great product,5,Gill0412,2023-06-01T09:37:06-07:00,1.11.1,us
Easy peasy,Very easy to set up. Took a minute to figure out that I needed to enable my 'Documents' app for it to display those files.,5,Ionavideo,2023-05-31T03:22:25-07:00,1.11.1,us
Broken connection,Not sure if it’s the app or the printer but they constantly lose connection. I have run a WLAN report which shows printer is connected but I continually get an error message about the WIFI connection. I have 2 WI-FI providers and it doesn’t matter which router I connect the devices to the error message is the same. I have unplugged printers and routers and deleted app and reinstalled and nothing changes. I wish I had never purchased the MFC-J1010 brothers printer. Buyer beware the technology is subpar,2,ChelleBelle75,2023-05-26T10:20:01-07:00,1.11.1,us
"So far, so great!","Day 2 of ownership. Printed 10 docs & scanned one. Printer setup was easy. Mobile app, also simple to use. The printer & scanner have been very responsive,  mobile print commands happen in a flash. Thus far, this printer has been worth every penny.",5,JMorals322,2023-05-17T12:02:09-07:00,1.11.1,us
So frustrating!!,Total waste of time. There was always some reason it wouldn’t print. Everything it listed was already fixed/setup!,1,jrhuishsh,2023-05-17T10:53:51-07:00,1.11.1,us
Not a user friendly as I thought,Took me a while to get it so I could print from my phone.,4,Saudad,2023-05-16T11:53:09-07:00,1.11.1,us
Thanks,Very good,5,AnahitKara,2023-05-12T13:55:39-07:00,1.11.0,us
Disappointed,No toners available anywhere plus app glitches.,1,Chimichanga420,2023-04-30T13:29:40-07:00,1.11.0,us
Wifi setup needs to improve,"When I try to enter wifi password, the Ui looks odd
Other than that everything is smooth",4,P0rsche911,2023-04-30T09:25:02-07:00,1.11.0,us
I can’t get the machine to work and need HELP!,Help!,1,A C E 1 2 3,2023-04-30T08:14:23-07:00,1.11.0,us
Garbage,Works one day next it doesn’t.,1,atttsuckuseverizon,2023-04-26T08:50:10-07:00,1.11.0,us
Crashes Every Time,iPhone 12.  The app never fully loads.  It crashes on launch every time.,1,skidav,2023-04-25T20:58:21-07:00,1.11.0,us
Setting up Scan/Email,Having difficulty setting up this feature.  Asks for passcode?  Where is source for that information?,3,MSNative52,2023-04-24T07:36:37-07:00,1.11.0,us
Horrible Printer,I would not give this printer to my grandchild to print her homework! Keeps going offline and then I can’t hookup back to Wi-Fi! Going back to using HP. Brother Cartridges are only available through their program. I didn’t even get my $ worth! Ugghhh,1,blondienotary,2023-04-21T13:35:22-07:00,1.10.3,us
Brother Printer/Scanner,I found this printer/scanner to be amazingly easy. I use this item for a work environment and the setup couldn’t have been easier. The connection and startup for use was extremely helpful in my situation and I will always recommend.,5,Debilynna,2023-04-18T12:55:43-07:00,1.10.3,us
Can’t find images,"Image selection for print frequently blanks out and says it can’t find it, despite having just loaded it. Renders unusable unless lucky",3,Legotti,2023-04-11T15:21:42-07:00,1.10.3,us
App crashes on iPhone,Hard to connect your printer when it won’t even open without crashing on my iPhone 11,1,TE Donahue,2023-04-05T17:39:54-07:00,1.10.3,us
Piece of trash,Won’t hook up to internet. Total nightmare! Called tech and got transferred to some out of country scam deal that wanted hundreds of dollars after logging into my computer and copying all my data. Waiting for the fraudulent charges on all my internet stuff now.,1,Ashleyg101,2023-03-30T13:18:25-07:00,1.10.2,us
Basura,"Es una basura de aplicación, siempre tiene problemas de conexión y me hace perder mucho tiempo.  

Hasta que no arreglen eso es una basura, me da problemas todas las semanas.",1,CPC DIESEL,2023-03-29T06:12:50-07:00,1.10.2,us
Great printer,I love this printer. It was easy to setup and update and it prints very fast compared to my previous printer.,5,TexAg59,2023-03-28T12:16:38-07:00,1.10.2,us
Wireless? Not on your life,"Every effort to print wirelessly from my phone or laptop on my own WiFi network has been unsuccessful. All “help” tools just assume it goes smoothly. I’d return this if I could, sadly i bought it from Best Buy and waited too long.",1,Jsjrjnthxuuenwbe,2023-03-25T16:11:47-07:00,1.10.2,us
Easy to use,"While setup was a little task oriented it is a onetime thing.  The advice to update firmware did not track properly to choices in printer menu.

But once setup I asked printer to scan a document which I had waiting in the feeder.  It scanned 3 pages, asked I had more pages to add then had me choose jpeg or pdf output.  Then it allowed me to share the pdf file in the typical share options way.

Perfect",5,u2bemark,2023-03-17T09:54:30-07:00,1.10.2,us
Slow and unnecessarily complicated to set up,My last printer didn’t require an app or long set up process. I just want to print without downloading extra apps.,2,Camille Wildy,2023-03-15T20:24:05-07:00,1.10.2,us
Review,Great,5,Lazer imagine,2023-03-12T15:12:56-07:00,1.10.2,us
This is great user experience,"This app is great. It’s very easy to use. My folks are able to use which is why I bought this brand of printer. And if they can navigate the app, then the app is great for older folks.",5,Nateboob,2023-03-12T09:42:26-07:00,1.10.2,us
The best,Lo mejor de lo mejor,5,ImATrans,2023-03-11T19:32:06-07:00,1.10.2,us
Awesome,I never thought of needed a printer. Comes in handy to send out paperwork and copy,5,Johnjoe2x,2023-03-07T14:22:47-07:00,1.10.2,us
Brother color printer,Brother color printer has good quality but beware the ink is wet!,5,Thefoureternalstones,2023-03-01T19:30:40-07:00,1.10.1,us
Really?!,"I was shocked by how easy my printer was to setup wirelessly. And it’s so feature packed. Scan to phone and administrative control panel via it’s localhost! I have a MFC-J1205W. Even though it doesn’t have a screen, it can do some pretty amazing thing’s that i haven’t seen on my last few printers.",5,ARDEACT,2023-02-26T19:21:59-07:00,1.10.1,us
Great Brother home-office Inkjet Printer,"Have had new Brother MFC-J1170DW printer only 2 months. It has been a fantastic replacement for our home. It powers up quickly and makes sharp print copies. Especially like how easy it is to gat a pdf copy to my phone, and using the Brother mobile app to send to the printer and make copies. A great printer addition to my home.",5,DWEddy,2023-02-22T21:39:38-07:00,1.10.1,us
Garbage!!,"I’m taking my MFC-J6555 back to the store tomorrow.  The printer and the app are garbage. Setting up wifi on the app was a nightmare - the printer showed a strong connection, but the app on the same network couldn’t see it. When I finally got that working, trying to set it up with my Mac with their step-thru setup repeatedly blew away the printer’s wifi settings, causing me to have to start over.

Flaky, flaky, flaky.  Staying away from Brother products.  I have a number of devices connected to wifi, but this was BY FAR the flakiest one. Wasted two nights on this. Not wasting a third. Should be called Bother, not Brother.",1,otterman,2023-02-22T21:33:42-07:00,1.10.1,us
Worked for 3 months only!,"App and printer were working just fine, bit after an update it just stopped functioning and had to call tech support.",1,alex_3460,2023-02-17T21:07:02-07:00,1.10.1,us
Very Nice,So Far at his Printer Is Amazing!!!,5,885847901838200,2023-02-14T01:23:48-07:00,1.10.1,us
Scanning,Scanning is so very easy!  I was just able to scan a 14 page document and send it under 5 minutes-using the Brothers mobile app.,5,quick scanning,2023-02-04T14:24:55-07:00,1.10.0,us
Printer,You need to check photo to letter all the time. It seems as photo is the default option,4,Sur Notsure,2023-01-17T14:23:51-07:00,1.9.2,us
Love the Brothers laser printers,"Easy to set up, easy to use and a great price!",5,Rosiegirl 13,2023-01-09T08:28:55-07:00,1.9.2,us
Brother Printer,"So I just scanned a doc directly to my phone from my new brother printer. It was intuitive, quick and easy. Solid product, solid software.",5,SilverRhino17,2023-01-05T11:32:47-07:00,1.9.2,us
Full AIO support unavailable,It’s an ok app. You can do almost anything the device can do except fax. What’s up with that??? There’s no Windows desktop utility either.,3,obtrunco,2023-01-04T21:29:29-07:00,1.9.2,us
Works great,Great way to print from your phone and adjust settings like eco mode.,5,Canoeii,2022-12-23T10:39:40-07:00,1.9.2,us
Brother WiFi print app,"I love being able to wirelessly print but I need a way to make the prints small, to save ink.",4,QuickRickRed,2022-12-17T19:24:31-07:00,1.9.2,us
Never again!!,I don’t want to use your app!!!,1,🎈PLAYTIME 🎈,2022-12-13T18:04:04-07:00,1.9.1,us
Brother,Easy to set up and ink is great. Affordable,5,RRACMJB,2022-11-20T19:54:06-07:00,1.8.2,us
Easy,Way easier than using my laptop!,5,Juice Meister,2022-11-15T15:54:18-07:00,1.8.2,us
Custom Page Sizes?,"It’s a great and intuitive app. Simple and easy to use, but I am extremely bothered how it doesn’t have the ability to add custom sizes in the pages. I need to print on folio pages (216x330 cm) and there is no way to add a page size or option to select Folio pages. Brother please help!",3,jo.maraat,2022-11-09T01:12:32-07:00,1.8.1,us
Not easy to use at all,Will not air print unless using the app. I ended up returning the printer it was not worth my time or frustration.  This app is the most outdated  and useless app I have ever used. Do not but a brother printer,1,extra super unhappy,2022-11-02T03:03:37-07:00,1.8.1,us
Printer won’t wake,This app is useless when the printer has gone to sleep. It won’t wake the printer.,1,KO SF,2022-11-01T11:41:08-07:00,1.8.1,us
Worst printer I’ve used in years,"This printer has cost me so much time troubleshooting just to print basic documents. I’ve spoken to tech support and they ask my to reset my router every time. When designing a modern printer, you have to assume people connect over wifi and Bluetooth so it need to just turn on and work. I should be have to reset a router every time I want to print. 

My HP printer just worked. Every time I sent a print job, it just printed it. No hassle. 

I wish I could return this",1,Reviewer 1234,2022-10-31T09:56:00-07:00,1.8.1,us
Can Not Print from iPad,Not impressed as it will not stay connected,1,kutter 69,2022-10-23T12:01:54-07:00,1.8.0,us
Rip off alert,"Your app kept sending me to your site wanting a subscription. I don’t want a subscription, I want the printer I purchased to work",1,RXP97675,2022-10-15T17:34:00-07:00,1.8.0,us
New product,"I have dumped my old HP . Not had a brother before only had it two days and I love it . So easy to set up ,easy to print ,so quiet and excellent quality. So glad I changed make.",5,Bev Lacey,2026-01-08T07:54:14-07:00,1.22.1,gb
Efficiency lacking,"When you need to quickly connect to this printer and you’re in a rush. The process is the worst process I’ve ever experienced and ruined my mood. You are asking me to sit there through a sign up, notifcation request, wait for it to connect then type in your WiFi password. Even worse the cancel button on the WiFi password screen is at the top rigwhich is typically the area you put next. This meant I accidentally clicked cancel and had to do the silly process again all while rushing so that didn’t help.",1,Bshgry,2026-01-05T09:05:41-07:00,1.22.1,gb
Loving it,Very easy to use,5,Echomalaka,2026-01-04T09:19:40-07:00,1.22.1,gb
Superb,Superb,5,Gp singh88,2025-12-23T05:51:27-07:00,1.22.0,gb
Excellent app,"This is an excellent app and have been using it for nearly a year now, however if you have any communication difficulties using the iPad over WiFi, just delete the app off the iPad and reinstall it, this fixed it for me.",5,David Hammett,2025-12-17T16:49:55-07:00,1.22.0,gb
Great,So smooth running and overall u don’t have a single complaint,5,Corslanda,2025-12-11T06:37:18-07:00,1.22.0,gb
Wonderful!,I got every single photo I wanted for school display and poster,5,Keirathebanana,2025-12-10T03:22:01-07:00,1.22.0,gb
Printer forgets device,"Manually the printer function as well, but when I need to scan something, my mobile device can no There is no support and no help",3,1/44vg,2025-12-09T05:43:04-07:00,1.21.5,gb
Do not buy,"Totally confusing set up, will not work on multiple devices (iOS) after 5 hours can only get it to work on 1 iPad, customer service is useless",1,Phil150,2025-12-01T10:06:42-07:00,1.21.5,gb
doesn’t support Apple generated passwords,This is surprising. Tried to register but they don’t support Apple generated passwords so you end up putting your own made up password that’s less secure.,3,trigger360,2025-11-28T02:54:53-07:00,1.21.5,gb
Best user experience,Simple smart. Print when out of office. Best user experience. Smart digital acess. Scan print options.,5,Half-engineer,2025-11-15T03:35:02-07:00,1.21.5,gb
Great Printer,This printer is amazing I used to have an Epsom printer but this printer is far better than the Epsom I used to have.,5,Le@D,2025-11-14T06:57:15-07:00,1.21.5,gb
Slow and tedious,Takes far too long to print.,1,Maverick190607,2025-11-09T02:06:57-07:00,1.21.5,gb
POOR CONNECTION,THIS IS A TERRIBLE APP,1,Image_Image,2025-11-04T09:46:25-07:00,1.21.5,gb
Terrible app,Trying to register for ecopro just seems to cause the app to hang or crash. Can’t connect to web features. Useless,1,ChevalierFuller,2025-10-17T01:24:49-07:00,1.21.4,gb
New printer,New hl printer not intuitive to use nor are instructions very helpful,3,Pain in the neck printer,2025-09-08T09:43:02-07:00,1.21.1,gb
Printer app,I hate this app it hardly ever works!,1,Cosmo JVM,2025-09-02T13:18:28-07:00,1.21.1,gb
Always asleep,Printer goes into Deep Sleep mode which means network and devices struggle to find it. Tried setting sleep to 10min but doesn’t seem to register. Lacks wake-up button. Annoying for what is a great printer.,1,Ffcshf,2025-08-31T11:15:12-07:00,1.21.0,gb
No home WiFi,Can’t get it to work as it keeps asking to register the printer. but have no home WiFi wanted to use it with WiFi direct. But how ???,1,Bazinski,2025-08-25T04:58:14-07:00,1.21.0,gb
Bad idea ink subscription,Cannot connect to update software . Useless service . Wouldn’t buy any kind of subscription again. Much better to buy inks as needed . Can’t access page usage at all. Hopeless . May have to buy completely new printer . Won’t be another one of theirs,1,Halifax Wins every time,2025-08-24T02:52:13-07:00,1.21.0,gb
Software update breaks AirPrint,Latest firmware update means whenever I send a print job it’s relieved and then automatically cancelled by the printer. Only way to print is to save documents and print via this horrible app. Bad work brother. Do you guys not test ?,1,Thisnameistakenalreasdy,2025-08-16T08:18:25-07:00,1.21.0,gb
Don’t connect,The display on the DCP asked for the Internet code when you put it in press okay? It asked for it again. It takes absolutely ages to connect. Then it disconnects when he wants to.,1,Fan of salman,2025-08-11T12:01:27-07:00,1.21.0,gb
Photo from a mobile,"Come a window and ask you if A4, and you Press No, printed an A4. Don’t give you an alternative to to half of A4",4,Microfuzzy,2025-07-25T08:33:28-07:00,1.21.0,gb
Easy to use,Easy to setup and use but new router and new mobile addition required new installation to remove error messages,4,Macalien89,2025-06-15T10:35:10-07:00,1.20.5,gb
Can’t connect to iPhone 16 pro ios18.5,Doesn’t seem to want to connect to iPhone 16 pro running on ios 18.5,1,Evo1777,2025-06-06T15:23:36-07:00,1.20.5,gb
Temperamental,Works and then doesn't depends on the printers settings,3,Matthias2RevengeofMatthias,2025-05-05T04:42:27-07:00,1.20.4,gb
Arseholes,Hopeless two hours to connect,2,Crapyyy,2025-04-02T03:11:06-07:00,1.20.4,gb
Impressive!!,I found the phone app simple and easy to install(had already done so on my laptop). Scanning documents directly onto my phone has never been easy and quick. I could even control the scanning from my phone. The scan quality is pretty good in my opinion. This is simple and convenient. I am quite happy with my purchase especially given that there are so many options out there it can become taxing finding something that works just right for you.,5,iamcoco02,2025-04-01T04:36:24-07:00,1.20.4,gb
Worth the hassle,Bought this printer to replace HP WiFi which was hit and miss. The printer feels sturdy enough for the competitive price I paid. The first 3 set up steps were easy but the wifi connection was a real hassle. I don’t know if this was due to signal issues in my area that day as my emails were taking an age to come through in fairness to this review. Once the printer was set up I have found it really easy to use. Printing documents from my phone has been a doddle to do,4,Page-Bulloch,2025-03-27T08:00:23-07:00,1.20.4,gb
WiFi problems,Printer will not connect to our wi-fi. It’s the worst printer we’ve had,1,debwil6,2025-03-23T04:16:02-07:00,1.20.3,gb
Basic,"This app is next to useless. No preview No options to print envelopes or labels, no point in buying the printer",1,Mick jaggers,2025-03-21T04:32:11-07:00,1.20.3,gb
Ho brother,What can I say the last three printers I have had were put in the bin why because they were rubbish Epsom printers . Now I have three brother lazer printers they out work the Epsom one hands down I can even be laying on the beach working and print back home so my work is all done ready for me to pick up when I get back the colours are tue to life and there are no messy missed printing or paper being jammed up inside the machine . Yes you pay more but not in the long run because it’s right first time,5,Lord cliff richard,2025-02-18T02:08:05-07:00,1.20.1,gb
From the 90s,This machine is like something from the 90s the control panel is absolutely useless,1,spf54,2025-02-04T07:25:11-07:00,1.20.1,gb
Useless,The slowest printer in the world . Not quite sure why it's sooooo slow but frustrating . Wish I could send it back. Complete waste of money.,1,Doobydoolicious,2025-01-10T13:18:52-07:00,1.20.0,gb
Poor app,"App works on and off, help is unavailable and don’t bother trying to add ecopro ink service as it don’t arrive if they bother to send !",1,sawdust wood,2025-01-08T07:25:23-07:00,1.20.0,gb
A3 booklet printing,The printer does not appear to support printing A3 double sided booklets? Much time wasted and no clear instructions from Brother.,2,RicJenk,2024-12-29T10:22:18-07:00,1.20.0,gb
Ruining your reputation,Scanning from printer to iPad will kill you. Please accept Brother developers accept this does not work and put out a fix,1,Jimi-combo1,2024-12-27T10:30:56-07:00,1.20.0,gb
5*,Great app,5,AlexJ0604,2024-12-17T03:22:45-07:00,1.19.0,gb
Rubbish connectivity,"Could not have purchased a worse printer, connectivity is poor. A simple print job for a parcel label is a nightmare. Rubbish printer going in the bin",1,Nigel278,2024-12-16T05:49:46-07:00,1.19.0,gb
Not quite as intuitive as I’d hoped.,"Duplex printing setup wasn’t as easy to find as the HP app I’d used previously. Mind you, that was a terribly unreliable printer with zero support. Hence I switched to a printer a friend recommended",4,LittleCrabs,2024-12-09T04:12:03-07:00,1.19.0,gb
Good with DCP-L2627 printer/copier,Works well with this device. Intuitive and has good basic functionality.,5,2Energy,2024-11-27T01:36:14-07:00,1.19.0,gb
New to this,Bought the Brother laser printer & a bit of a struggle to set up as no technical knowledge but got there in the end. Absolutely fabulous soooo easy to print & really good quality too. I’m using it for my artwork. Would definitely recommend.,5,lucy131531,2024-11-23T02:04:37-07:00,1.19.0,gb
Not working in all the apps,Trying to setup the printer is not straight forward. Some apps are printing so are.very frustrating.,1,Trevor5002,2024-11-17T02:31:09-07:00,1.19.0,gb
Easy to install,Very quick to set up and connect to phone and iPad,5,Roundbays,2024-10-31T12:15:48-07:00,1.19.0,gb
Wi fi is a drama,"Still trying to get the printer to work wirelessly with a pc, iPad and an iPhone - bought to make life simpler…. turns out that isn’t the case at all",1,Life’stooshortfordrama,2024-10-29T04:09:47-07:00,1.19.0,gb
Doesn’t work at all,"Everything is connected. Can AirPrint to printer. Local network access is allowed for the app.

But app cannot connect to printer, and even fails when given IP address of printer explicitly.

Clearly, more buggy untested software that developers should be ashamed of.

My advice if you’re thinking of buying Brother is DON’T.",1,Retired Software Consultant,2024-10-17T13:18:42-07:00,1.19.0,gb
Frustrating,The app doesn’t bring my printer out of deep sleep - what’s the point of a remote app if you have to go to the printer to wake it up?,1,Bowstock,2024-10-16T13:12:29-07:00,1.19.0,gb
L2660DW,One of the most amazing and easy to use Machhine made by brother.,5,Zain Gujjar Manchester,2024-10-10T10:38:02-07:00,1.19.0,gb
Totally useless design to sell rather than help,I would not recommend,1,saas2176,2024-10-09T06:44:34-07:00,1.19.0,gb
Just crashes everytime I try to open it,"iPhone 15 Pro, iOS 18.0. Just installed this app and it just crashes every time I try to open it. Not a great start...",1,ChrisJ60,2024-10-07T04:14:56-07:00,1.19.0,gb
Doesn’t work in iOS 18,App opens and then immediately closes,1,polip,2024-10-04T06:44:30-07:00,1.19.0,gb
Absolute junk,"I am not sure whether there is software made by some high schooler. It’s incredibly messy and difficult to understand. Half the time you press button, nothing happens. Sometimes printer decides to print white pages only.  Had a Canon printer for more than 10 years and somehow managed. I will never buy anything from Brother ever again. Not worth a £10, let alone £100.",1,phone no copy,2024-09-16T15:44:03-07:00,1.19.0,gb
Buying a printer makes you do more work than the actual employee who sold it.,"I bought a printer recently and for the first week it worked great but all of a sudden, once we changed our network, it would refuse to connect to my phone, despite saying it was connected to the Wi-Fi, which IS the main wi-if, it has been like this for a week now and video after video after video, I have found no help from the tutorials i have seen. 
Do better, Brother Company.",2,xAesthetic_Vibesx,2024-08-07T05:48:38-07:00,1.18.3,gb
Terrible experience,"I would say not good with technology but this app and the whole experience of setting up a new printer has been made exceptional hard to do! constantly going around the houses to be able to print docs off!!! 

Avoid! My printer will be going back to the shop and the app deleted ASAP!!!",1,Deano2707,2024-06-19T08:54:18-07:00,1.18.1,gb
Super complicated,"Impossible to fathom how to set up printer or change font size when print request from mobile. 
Thinking of returning machine",1,barry1948,2024-05-25T05:05:38-07:00,1.17.0,gb
Eco pro eco rubbish,Worst app I’ve ever used in my life it does not let me register my printer so I can subscribe to eco pro,1,shacekmeo,2024-05-22T13:16:16-07:00,1.17.0,gb
Mobile Scan option is amazing,I love the scanning from mobile and directly getting files to my mobile,5,Sgogu,2024-05-21T04:54:17-07:00,1.17.0,gb
Manual setup,Excellent instructions very clear and precise. Thought I was going to struggle as I’m not computer literate but I managed easily thank you,5,Emma twinkle toes,2024-04-07T03:09:49-07:00,1.16.1,gb
Printer,"Super printer, easy to use with phone. I recommend",5,Ac6973,2024-03-21T05:48:24-07:00,1.16.1,gb
Printer never works,Spend hrs trying to connect device to printer. Useless,1,Totally frustrated…,2024-03-11T13:28:57-07:00,1.16.1,gb
Print app review,"The app in itself is ok for straightforward A4 printing but it is very limited when it comes to printing multiples as there is no way to put multiple images on one page , which we use a lot in terms of printing references.
Also resizing an image is also very limited , you can only downsize , there is no way to change the image size to make it bigger if you need it.
If it wasn’t for the fact that we can only use the mobile app with our brother printer , I wouldn’t choose this app as it is far too limited in every way",2,DeeTruewill,2024-02-27T06:24:01-07:00,1.16.1,gb
Nice…..,Great improvement from previous App. Very fluid easy to set up easy to use I couldn’t ask anymore to be honest,5,ITLOGIXLTD,2024-02-10T00:53:41-07:00,1.16.0,gb
Adequate,"I’d have liked ability to scan to PDF but I can only scan to jpeg etc 

Maybe I’m missing something?",3,Gurukhan,2024-02-05T06:53:51-07:00,1.16.0,gb
Out of date,No drivers for OS 17 on an iPad. Can’t print anymore. Useless redirection to desktop Mac only.,1,QD12341278,2024-02-05T03:09:44-07:00,1.16.0,gb
Exactly what I wanted,"Coming from an Xerox Workcentre that kept on jamming and not working on the network, I done the sensible thing and bought a brother laser printer. I have not had one single issue with it since using it for one year.

What I love about this company, is that they seem really fair and this even shows in the software and drivers they make. There's no bloatware, no annoying ads, t-shirt upsells or stupid services... the things that brother make 'just work.

I had one small ad for Brothers toner service which I do not mind at all, especially how reasonably priced it is, and how there's no bloatware. Their toners/ink are very reasonably priced also. I hope this company never change what they are clearly very good at, I respect them highly for not 'doing what everyone else is doing' with adverts and bloatware, and good on them. That's why my next printer will also be a Brother, why I will use Brother Genuine toner and why I will be recommending them to everyone.

Brother, Take note that you're doing things right. 👍",5,Jtho7447,2024-02-02T01:37:59-07:00,1.16.0,gb
God awful,Never buy one. They are junk!,1,Tigerwoods!!,2024-01-13T02:42:25-07:00,1.16.0,gb
Waste of Money,Don’t work,2,Century Counting,2023-12-01T10:17:49-07:00,1.15.0,gb
Rubbish,"And lack of help from bot chat, 3 hours of my life I won’t get back!",2,Fabss me,2023-11-01T04:49:08-07:00,1.14.0,gb
Printing 5x7 on Brother MFC J6940,"I have struggled for hours this afternoon trying to resolve how to print photos 5x7 size on my new brother printer which seemed determined to have me print on 4x6. I downloaded this app and followed the instructions in the printing section to use a little cog which gave me
access to a variety of sizes (including my beloved 5x7). Instant success. Super photos. I am one happy bunny!",5,gillygog5,2023-10-15T09:20:17-07:00,1.14.0,gb
Ok,Connects ok I’ve not printed one out yet but looks good.,5,Truth100%zxds,2023-07-28T09:45:29-07:00,1.12.1,gb
