source,date,rating,content,title,version
Google Play,2025-10-14 23:06:44,5,the best printing and scanning App 🥰❤️,,20.1.0.5822
Google Play,2025-10-14 21:27:39,5,great user friendly App. I always buy HP printer/scanners for their efficiency and durability,,18.10.0.5530
Google Play,2025-10-14 21:03:40,2,"Cant download the drivers. Total headache. Other reviewers are spot on, only morons were left making this app that doesnt work.",,15.0.1.4143
Google Play,2025-10-14 19:54:20,1,awful,,20.1.0.5822
Google Play,2025-10-14 19:29:46,4,so far very easy my knew hp envy 6100r,,20.1.0.5822
Google Play,2025-10-14 18:52:09,4,I don't know yet!,,20.1.0.5822
Google Play,2025-10-14 17:58:59,5,New update is so much better than the old one love the new ui whoever redid it needs a raise,,20.1.0.5822
Google Play,2025-10-14 15:22:48,1,"Makes my life easier with HP Instant Ink, perfect! Until don't pay for monthly subscription/fee that allows ink to be sent when need be. I can understand and agree with stopping printing until payment is made but, disagree with disabling the scanning option. The monthly fee for ink has nothing to do with scanning. Would be cool if they fixed this issue.",,20.1.0.5822
Google Play,2025-10-14 14:37:14,1,"Terrible garbage. The app is SO SLOW it makes a library computer from 1998 seem faster than the speed of light. Prepare to load every page forever, get 'something went wrong' errors every other page, and if you try to connect to any sort of help page online via the app you'll get a stern warning from your phone OS that the website you are trying to connect to is not secure. I actually hate this app, and the brand new printer (2800e) is pretty bad too with the streaky print jobs.",,18.10.0.5530
Google Play,2025-10-14 13:04:20,1,TECHNICAL ISSUES WITH THE APP ESPECIALLY WITH FAXES 😬😬😬 wifi issues,,20.1.0.5822
Google Play,2025-10-14 11:28:29,5,👍,,20.1.0.5822
Google Play,2025-10-14 10:28:21,1,It's not allowing me to download this app onto my chromebook computer for work purposes. Why is it like this??!!?,,20.1.0.5822
Google Play,2025-10-14 10:22:06,1,HP Smart was much easier,,20.1.0.5822
Google Play,2025-10-14 08:54:07,5,it has rich power,,20.1.0.5822
Google Play,2025-10-14 08:49:34,5,"worked well, saved scans to file on pc using HP App",,20.1.0.5822
Google Play,2025-10-14 08:31:57,1,won't detect my printer because it's not new enough to be full of corpo spyware,,20.1.0.5822
Google Play,2025-10-14 08:27:12,1,need an account to scan a document. Jesus Christ why is it so difficult,,20.1.0.5822
Google Play,2025-10-14 08:11:50,1,DEPOIS DA ATUALIZAÇÃO FICOU UMA M! WIFI DEIXOU DE FUNCIONAR! INCOMPETENTES.,,20.1.0.5822
Google Play,2025-10-14 07:32:43,1,can't even use the app now.,,9.1.1.5
Google Play,2025-10-14 05:56:30,1,useless set up a simple printer need take so long time and at last also cant successful,,20.1.0.5822
Google Play,2025-10-14 05:22:49,1,there is no connection to the printer!!!!,,
Google Play,2025-10-14 03:30:05,1,fails to connect to the printer everytime. very difficult. frustrated with the set up to connect to the printer,,20.1.0.5822
Google Play,2025-10-14 02:28:08,2,cant get it to print,,20.1.0.5822
Google Play,2025-10-14 01:27:41,5,easy done,,20.1.0.5822
Google Play,2025-10-14 00:18:48,1,"For a long time, the Android app has failed to scan with my HP MFP M177fw, consistently showing ""scan unsuccessful"". This is a persistent bug across many updates, and no amount of reinstalling or clearing cache helps. What's baffling is that the same printer and network work perfectly with the iPad app, which scans instantly. It's incredibly frustrating that a core feature is completely broken on Android while the iOS version is fine. Please prioritize a fix for your Android users.",,20.1.0.5822
Google Play,2025-10-13 21:44:42,5,I find it easy to use.,,20.1.0.5822
Google Play,2025-10-13 20:16:09,5,works great.,,20.1.0.5822
Google Play,2025-10-13 17:42:04,2,app changes if you don't enroll in their auto ink replacement plan. It becomes difficult to use. Ridiculous.,,20.1.0.5822
Google Play,2025-10-13 16:15:44,1,"the app sucks. hp printers suck. apparently, HP won't allow you to use non HP ink. bass tards.",,20.1.0.5822
Google Play,2025-10-13 15:47:06,5,"when trying to connect Wi-Fi, the printer please wait keeps flashing ,??",,20.1.0.5822
Google Play,2025-10-13 13:57:01,1,I hate this app do not download this app do not get Inc or print or paper from these people because you can't get a hold of them and if you can't update your payment your printer is no good to you because it no longer works they lock your printer somehow so this app is no good it does not help me to where I can update a payment or anything and I cannot use the printer 300.00 printer garbage,,20.1.0.5822
Google Play,2025-10-13 12:25:04,1,"had this printer for ages now , nothing but issue after issue, now won't scan , it'll print a photo but won't scan a document FFS",,20.1.0.5822
Google Play,2025-10-13 11:12:28,4,it is easy to operate and the copies are neatly done.,,20.1.0.5822
Google Play,2025-10-13 11:12:03,2,Every update seems to break something with the software. I don't even want to have to use software but without it I can't format the print to the right size.,,20.1.0.5822
Google Play,2025-10-13 11:07:23,1,"I'm disappointed with the new version, can't connect to the printer, I don't need ""fancy"" look if app not working",,20.1.0.5822
Google Play,2025-10-13 09:40:39,1,I was finally able to connect the printer to the previous app and hp had to update it to this piece of garbage. Already the printers sucked and now this app is causing more headache,,20.1.0.5822
Google Play,2025-10-13 09:23:56,5,Fantastic. Great deal on some good features. I don't have to worry about buying a separate fax or a new printer now. thanks,,20.1.0.5822
Google Play,2025-10-13 08:43:09,2,half the time takes 5 to 10 times before it will print error error error code all the time terrible upsetting.,,20.1.0.5822
Google Play,2025-10-13 07:31:51,5,excellent,,20.1.0.5822
Google Play,2025-10-13 05:42:48,1,printer constantly won't work,,20.1.0.5822
Google Play,2025-10-13 04:57:56,1,update is horrible. bring back the old app it was working perfectly.,,17.20.0.4770
Google Play,2025-10-13 04:43:09,5,Very very nice to use,,20.1.0.5822
Google Play,2025-10-13 02:29:57,1,"To use the scan function, you're forced to create an account. I don't see any technical justification for this; HP simply decided to harass its customers this way.",,18.0.1.5354
Google Play,2025-10-13 02:00:06,1,"worst interface,lagss updates, software is waste",,
Google Play,2025-10-13 00:59:37,5,Very good application,,20.1.0.5822
Google Play,2025-10-12 23:22:17,1,"wants an account to do anything. Constantly wants notifications turned on, every time you click on anything. Not useful.",,20.1.0.5822
Google Play,2025-10-12 21:00:13,5,good,,
Google Play,2025-10-12 18:50:33,5,awesome,,20.1.0.5822
Google Play,2025-10-12 14:03:29,1,save yourself a world of headaches. don't buy the cheap printers that never work. don't bother with the app that is incredibly difficult to navigate. Just buy a different brand all together.,,20.1.0.5822
Google Play,2025-10-12 13:49:53,1,"I don't understand it. Tried installing it, was given a response of ""successful purchase"" yet never paid for it, then it didn't upload at all. Already don't like it.",,
Google Play,2025-10-12 10:44:01,3,I liked the HP printing tool diagnostics on the other app better I had trouble finding the printing alignment and clean cartridges isn't even an option ....,,20.1.0.5822
Google Play,2025-10-12 07:21:03,1,The app don't get open fast and sometimes it do not open at-all. The printer is very good but the is worst. The app is very slow. And is not easy to use like before. In the manual mentioned that this does not need any router connection but the app works very bad when there is no router connection.,,20.1.0.5822
Google Play,2025-10-12 04:38:40,5,"Very good.I love this app.If you have a HP printer,this app is the only app that works and is very easy to use",,20.1.0.5822
Google Play,2025-10-12 03:21:15,1,"Will not allow smartphone to Sleep! Also, cannot Force Stop this app no matter how MANY TIMES I TRIED! That tells me a Lot about HP's necessity for multitudinous permissions! Analytics? I'm DONE BEING ANALYZED By BigTech!",,20.1.0.5822
Google Play,2025-10-11 23:27:05,1,useless for printing photos,,20.1.0.5822
Google Play,2025-10-11 21:11:26,1,terrible..can't print anything anymore.. want old app back,,20.1.0.5822
Google Play,2025-10-11 17:18:48,1,get a blank screen doesn't allow me to setup printer,,20.1.0.5822
Google Play,2025-10-11 16:48:44,1,"I can't even get past connecting this printer (hp neverstop laser 1001nw) to wifi. Piece of junk, both this app and the printer.",,20.1.0.5822
Google Play,2025-10-11 15:19:37,1,"Horrible why does this so exist when the app doesn't even work? useless junk app, never worked",,20.1.0.5822
Google Play,2025-10-11 14:40:37,2,"It's a bad app. It will not open if you don't have internet access, so no printing or scanning without connection to the internet. The new update takes about 2 minutes to load, very stressing when I want to scan documents fast.",,20.1.0.5822
Google Play,2025-10-11 14:03:36,1,Everything was working fine before the recent changes. Shameful.,,20.1.0.5822
Google Play,2025-10-11 13:39:09,5,Great app,,20.1.0.5822
Google Play,2025-10-11 12:50:57,1,awful experience would recommend,,
Google Play,2025-10-11 12:15:32,1,Poor connection and entry level features,,20.1.0.5822
Google Play,2025-10-11 11:22:11,1,"the update y'all made disconnected me from my brand new printer and won't revonnect me and you tips just put me in circles, it's ruining my business! how disappointing!",,20.1.0.5822
Google Play,2025-10-11 11:07:22,1,worst update ever. everything worked completely fine before this update. now i might be lucky if it works once in 50 trys.,,20.1.0.5822
Google Play,2025-10-11 08:21:02,1,I can only print to envelope???,,20.1.0.5822
Google Play,2025-10-11 07:49:42,5,Me and were together so I s,,17.10.1.4636
Google Play,2025-10-11 06:38:39,1,Does not work as it should,,20.1.0.5822
Google Play,2025-10-11 04:37:44,3,I am often getting issues printer not found despite being on same wifi network. I have to retry many times before it sees the printer,,20.1.0.5822
Google Play,2025-10-11 01:18:57,1,not nice bro. it's irritating,,20.1.0.5822
Google Play,2025-10-11 00:07:10,1,this app does not support deskjet ink advantage ultra 4929 printer,,
Google Play,2025-10-10 22:26:58,2,not so user friendly and it keeps hanging time to time,,20.1.0.5822
Google Play,2025-10-10 21:27:15,2,"Poor experience, the app keep auto shut down using Android lately. I need to uninstall and reinstall just to use once",,17.20.0.4770
Google Play,2025-10-10 15:12:04,1,"If you intend to buy from this company, just know that they will be ripping you off. The instant ink subscription is all lies. They overcharge and don't provide what they promise. If you ask for a refund, they find some kind of loop hole. It's all a CON, just another way to swindle your money. Customer Service sucks to resolve anything. That's okay though, I'll just have to contact BBB.",,20.1.0.5822
Google Play,2025-10-10 14:02:04,5,love it!,,18.10.0.5530
Google Play,2025-10-10 13:22:55,1,Can't scan or get the app to see my phone. Ready to toss everything out the window.,,20.1.0.5822
Google Play,2025-10-10 12:37:55,1,will not install on my laptop no matter what I do,,20.1.0.5822
Google Play,2025-10-10 11:30:04,5,easy to use,,20.1.0.5822
Google Play,2025-10-10 11:15:49,1,"Why must I sign in to print every time now 😫. This is inconvenient for me. Since this update to HP app, the app does not recognise my HP smart tank 5105 or my P1102w laser printers on WiFi. I had no problems two days ago before updating and could print freely without signing into HP website each time. I find this intrusive and not secure. It is time to find another brand. HP, you made a bad move. I am looking for an alternative app. I don't like being held at ransom.",,
Google Play,2025-10-10 11:09:19,1,Didn't help at all!,,20.1.0.5822
Google Play,2025-10-10 10:49:12,3,not constant,,20.1.0.5822
Google Play,2025-10-10 10:44:32,1,paid every month with no pages printed. should be reimbursed if you dont print any pages,,20.1.0.5822
Google Play,2025-10-10 10:28:17,1,worst app make a it difficult to print,,20.1.0.5822
Google Play,2025-10-10 10:22:00,5,Surprisingly painless!,,20.1.0.5822
Google Play,2025-10-10 09:17:36,5,Great app.,,20.1.0.5822
Google Play,2025-10-10 09:12:04,3,very slow,,20.1.0.5822
Google Play,2025-10-10 07:36:20,4,"it works almost perfectly but it doesn't have ""print both sides""",,20.1.0.5822
Google Play,2025-10-10 07:25:19,5,Very good App,,20.1.0.5822
Google Play,2025-10-10 07:01:11,1,USELESS!!!!!!!!!!!!!!!!!!!!!!!?,,
Google Play,2025-10-10 06:27:49,5,love the app,,20.1.0.5822
Google Play,2025-10-10 06:24:48,3,HP should develop for univarsal android os compatibility it's convenient for all type android users,,
Google Play,2025-10-10 05:20:29,2,"its very complicated to use it on computer, I tried to many ways but its so slow end up I use different apps and techniques..im very disappointed, please work on your app its very slow and aren't very convenient as it seems",,
Google Play,2025-10-10 05:04:25,5,I love HP BUT EVERY PRINTER PARTS PROVIDE PLEASE HP SHOP,,20.1.0.5822
Google Play,2025-10-10 04:09:42,2,tooo slow,,20.1.0.5822
Google Play,2025-10-10 03:38:25,2,The new app version is trash. Previous version was much better.,,20.1.0.5822
Google Play,2025-10-10 00:51:54,5,recomended,,20.1.0.5822
Google Play,2025-10-09 21:28:42,1,there are soo many problems in Hp 790 smart ink tank printer i suggest you please don't buy this...,,20.1.0.5822
Google Play,2025-10-09 17:20:05,1,"It's not connecting to my printer and I don't know why. It's older, I get that, but it works fine printing. Scanning it won't do.",,20.1.0.5822
Google Play,2025-10-09 16:32:43,5,excellent for orinting from cell phone,,
Google Play,2025-10-09 16:01:16,1,horrible! Won't let me even set up the printer,,
Google Play,2025-10-09 15:18:01,1,didn't work,,20.1.0.5822
Google Play,2025-10-09 15:17:42,3,It's terrible it won't print!!,,20.1.0.5822
Google Play,2025-10-09 14:41:08,1,They finally updated it... and it's even worse,,20.1.0.5822
Google Play,2025-10-09 13:52:34,1,"You have made one of the worst changes and apps I have ever used. I have seen a lot of terrible UI, this takes the cake. Whoever decided to make you tap on a blank space and scroll down an advertisement to their stupid printer repair plan, to even access basic printer functions, should be fired immediately. I hope HP burns.",,20.1.0.5822
Google Play,2025-10-09 12:30:36,1,It should have been left as it was. The recent update is frustrating and it feels like the app is from ages ago. It barely works at best. Couldn't manage to do anything with it .Very disappointing,,20.1.0.5822
Google Play,2025-10-09 12:11:00,1,scanner not taking document from feeder,,20.1.0.5822
Google Play,2025-10-09 11:21:00,1,"I prefer the original app, it was much user friendly. I hate this one 😡",,20.1.0.5822
Google Play,2025-10-09 10:17:10,3,"pretty difficult to adapt the cel to a HP printer, instructions didn't go step by step no info in page but after 45 min i'd make it work and works awesome",,20.1.0.5822
Google Play,2025-10-09 09:34:07,1,trying to change my email and it doesn't allow me to,,20.1.0.5822
Google Play,2025-10-09 08:25:19,1,pathetic,,20.1.0.5822
Google Play,2025-10-09 08:14:21,1,new app Bad service😡😡..old app vest service..🥰🥰,,20.1.0.5822
Google Play,2025-10-09 06:46:42,1,worst app ever lots of lags since login waiting balf hr but still lags after lags thirdclass app ever,,20.1.0.5822
Google Play,2025-10-09 06:29:46,1,this new app will not even print. it states it sends the job then nothing. I can't even get throught to customer service to see the issue. I want the old app back so I am able to work,,20.1.0.5822
Google Play,2025-10-09 06:06:40,1,"won't print. Hours of nothing printed, then started thru only HP new app. Now can't remove printer spooler notifications and can't permanently remove them, even after restarting everything, cleaning cache, annoying! It wasn't broke before so couldn't leave it alone could you? New is NOT better. 0 stars!",,20.1.0.5822
Google Play,2025-10-09 04:40:02,5,Easy to use and share documents even to send faxes.,,17.35.0.5115
Google Play,2025-10-09 00:49:36,3,Printing works for me on android but it's quite disappointing that the units are read from the device system settings and if one had set English US they get inches. I had to change my system to English UK to get cm. This must be put as a setting on the app instead of forcing users to change system wide setting which impacts other areas of usage. Please fix this! On Iphone I can't even read my photos from google app any more. One can only link to system photos app. That must be fixed as well!,,20.1.0.5822
Google Play,2025-10-09 00:10:06,1,"worst printer app out there, i can print a windows test page from control panel but the app doesnt even find this printer on the scan, then HP support says check if USB works how the f... do i print a test page if usb isn't working. clowns",,20.0.1.5732
Google Play,2025-10-08 23:50:37,5,This is the best app. An all in one solution for all your HP printing needs!,,20.1.0.5822
Google Play,2025-10-08 19:26:29,3,this new app is how things should have been in the first place with smooth responsiveness and easy to navigate. only problem I have is that I can't sign in as either one of the two sign in links don't do anything when you click on them.,,20.1.0.5822
Google Play,2025-10-08 19:18:15,5,ใช้ดีมากเลยครับ very good,,20.1.0.5822
Google Play,2025-10-08 17:46:48,1,"The original app was useful, but enshittification is a legal requirement, apparently. ""New look,"" with useful items gone, and my printers have disappeared. Someone in management probably visited Epstein Island. Even better, I need to give up my precise location to attempt to re-add the printer that HP management removed. Cocaine and captogon were clearly used in the development of the new app.",,20.1.0.5822
Google Play,2025-10-08 16:48:17,4,"The update actually made the app take too long to open anything. To print a document, I had to wait minutes to access the menu.",,20.1.0.5822
Google Play,2025-10-08 16:25:12,1,"hate the printer. never works well you need 2 apps to make it work. everytime it turns off it needs to be set up again. giving one star because it's the only option, the right way would be giving ME stars because the patience you'd need to have one of those...",,20.1.0.5822
Google Play,2025-10-08 15:46:33,1,keep on having to rescan the page I'm trying to upload,,20.1.0.5822
Google Play,2025-10-08 15:22:10,1,Printing should be easy. HP makes it nearly impossible.,,15.0.2.4173
Google Play,2025-10-08 15:11:07,1,"possibly the worst app ever. needs Firefox, won't work with any other modern browser apparently, can't find my printer and can't detect pages sent via HP Smart Printing. apart from that, it's fine. Don't get me started on the time I've wasted over the years I've owned an HP printer, trying to wake it up after a week or so of non-use, so frustrating, wish I'd never changed to HP. Bring back my lovely old Canon. Never again.",,20.1.0.5822
Google Play,2025-10-08 14:33:41,1,"It never works the same twice in a row, constantly trying to figure out what is wrong. Will never buy a printer from HP again.",,20.1.0.5822
Google Play,2025-10-08 13:31:58,1,App will not open since updated! threw my HP in the trash. I will never buy another HP after this. I rely on this to work every day for my business. All HP did was cost me alot of money!,,20.1.0.5822
Google Play,2025-10-08 10:49:07,1,U spoiled a perfectly working app with your brainless updates Now printer itself doesn't connect to app,,20.1.0.5822
Google Play,2025-10-08 09:33:53,1,cant find printer even if it is in WiFi mode,,
Google Play,2025-10-08 06:23:49,1,"unstable, unusable",,20.1.0.5822
Google Play,2025-10-08 06:19:02,1,"Every time I open this new app, it takes around 10 minutes to finish loading. Whenever I need to print documents urgently, I have to wait for it to load, which is really inconvenient. Please improve or speed up the loading process.",,20.0.1.5732
Google Play,2025-10-08 05:53:33,1,"what have you done with this app? You changed so many things, it's not even recognizable anymore! After the recent update the app is either crashing or freezing constantly. I can't even print a single thing. A big overhaul for what?",,20.1.0.5822
Google Play,2025-10-08 05:19:39,2,will only print pdfs,,20.1.0.5822
Google Play,2025-10-08 05:06:16,5,"Nice piece of kit, easy to use and connects with all our equipment first time. The print quality is excellent, the copying/scanning phone scanning is excellent.",,20.1.0.5822
Google Play,2025-10-07 23:50:52,1,there was absolutely no reason to change the UI. it's slow and takes forever to load. am I the only one having this issue? I had the smart app across multiple phones and got everyone in my office hooked up to the printer but now it's difficult to just get to the page where all the options are?,,20.1.0.5822
Google Play,2025-10-07 22:13:26,1,the app needs the bug to be fixed. we even bought a new printer just for the same errors to be happening. 🙄 this is being used on the androids.,,20.1.0.5822
Google Play,2025-10-07 21:43:26,1,The new update of this app is making it difficult to use .,,20.1.0.5822
Google Play,2025-10-07 21:26:14,1,I can't get none of my equipment to open this printer that you sent me,,20.1.0.5822
Google Play,2025-10-07 20:30:25,1,since update it's lost my printer and now can't find it I've even tried to do it on a different device but still nothing,,20.1.0.5822
Google Play,2025-10-07 20:06:27,1,"apps to slow after update, better old version, simple way, faster load, this one take time to load, rubbish",,20.1.0.5822
Google Play,2025-10-07 19:48:08,1,black and white not print,,20.1.0.5822
Google Play,2025-10-07 17:42:59,1,awful cannot print won't connect to wifi,,20.1.0.5822
Google Play,2025-10-07 17:10:48,2,"What happened??? I'll tell you what happened, they updated app and it got worse.",,20.1.0.5822
Google Play,2025-10-07 15:19:05,4,very good,,20.1.0.5822
Google Play,2025-10-07 11:59:00,5,ok,,20.1.0.5822
Google Play,2025-10-07 11:21:52,1,buggy,,
Google Play,2025-10-07 11:07:31,1,"trash roll back all their trash updates, if you still want a functional printer.",,18.5.1.5470
Google Play,2025-10-07 10:42:55,1,"I'm tired of my printer location not being found so I can print. I shouldn't have to keep connecting my printer to the wifi every week to print off my mobile phone. Plus, half the time it doesn't work. HP wireless printing is a joke!",,20.1.0.5822
Google Play,2025-10-07 10:00:09,1,New update very slowly to communicate with my HP Smart printer. the older app worked much much better and faster,,20.1.0.5822
Google Play,2025-10-07 09:46:57,5,"The app is great, especially the scanner option.",,20.1.0.5822
Google Play,2025-10-07 09:25:20,3,"Print 5 pages at 1 time is irritating, please update this.",,20.1.0.5822
Google Play,2025-10-07 09:16:12,1,Lost power and spent forever getting the great printer to set up again. Cheap products you set up with a buggy app to fill someone's pockets.,,20.1.0.5822
Google Play,2025-10-07 08:37:49,1,"absolute worst app in the universe, highly DO NOT RECOMMEND!!!!",,20.1.0.5822
Google Play,2025-10-07 08:20:29,1,Changes to this app are awful.,,20.1.0.5822
Google Play,2025-10-07 08:19:50,5,Great. Very easy and informative,,
Google Play,2025-10-07 07:40:24,1,stupid application. cannot connect to my account! been trying several times keep failing!,,20.1.0.5822
Google Play,2025-10-07 07:28:17,1,bought new printer..4 days of trying to set up. ready to throw out the window!!!,,20.1.0.5822
Google Play,2025-10-07 07:06:46,2,laggy as ...,,18.10.0.5530
Google Play,2025-10-07 06:25:18,2,"previous app was so much better. actual app is very slow, design is not intuitive. this is bad, because it is a big part of printer using experience. so even if a printer is good, the app is very ineffective..",,20.1.0.5822
Google Play,2025-10-07 06:02:15,5,gut 👍🏿,,20.1.0.5822
Google Play,2025-10-07 05:19:07,1,बहुत ही बेकर ऐप है एक छोटे से प्रिंटर को अपने मोबाइल से कनेक्ट करने के लिए इतना सब काम धाम ईमेल आईडी यह वाह दुनियादारी मतलब आदमी मैं तो बता रहा हूं 2 दिन से मैं परेशान हूं इसको विज्ञापन,,20.1.0.5822
Google Play,2025-10-07 04:52:05,4,"can u please include in paper size 8.5 by 13 since that's the long size here in ph, if we print it in legal some print are not printed or cut",,20.1.0.5822
Google Play,2025-10-07 04:09:53,1,"sucks requires account to do anything, eats up a lot of data",,
Google Play,2025-10-07 03:07:02,1,👎,,20.1.0.5822
Google Play,2025-10-07 01:38:44,4,The software did most of the work. I just rode along.,,
Google Play,2025-10-07 00:46:06,1,dreadful. now the HP Smart app has gone there is no way of printing to my HP 2810. It isnt even listed now. Idiotic,,20.1.0.5822
Google Play,2025-10-07 00:43:13,5,great product!!!,,20.1.0.5822
Google Play,2025-10-06 20:57:13,1,"The new version is terrible. It doesn't have to select photo paper or plain paper, and nothing works properly. I didn't like it at all. The biggest problem is launching it in the first time.",,
Google Play,2025-10-06 19:38:45,1,"after recent update, I couldn't connect with printer. and also internal memory 314 mb",,20.1.0.5822
Google Play,2025-10-06 19:32:19,5,great app to compliment my HP 3-in-one printer.,,20.1.0.5822
Google Play,2025-10-06 19:31:06,1,"Useless app & ""updates"" do nothing to help us use it without effort. What's the use of eprint if you can't find the address?",,20.1.0.5822
Google Play,2025-10-06 18:41:49,2,"App has very little features. I can't even print multiple photos to a page, if you want to print 4 photos, you can't fit them to a single page, you have to print 4 pages",,18.10.0.5530
Google Play,2025-10-06 17:18:45,1,"After installing the app, everything stopped working.",,
Google Play,2025-10-06 16:49:35,2,va demasiado lento y es muy difícil conectarse a la impresora tengo una Smart tank 710 720,,20.1.0.5822
Google Play,2025-10-06 16:39:19,5,consistency! Reliability !,,20.0.1.5732
Google Play,2025-10-06 16:34:33,1,was working fine now it doesn't work. ended up talking to scammers and now things are even worse.,,
Google Play,2025-10-06 11:13:01,2,frustrating to navigate through steps to operate!,,20.1.0.5822
Google Play,2025-10-06 10:54:07,1,Usless,,
Google Play,2025-10-06 09:53:16,1,not compatible anymore?,,17.20.0.4770
Google Play,2025-10-06 08:16:31,1,"10/2025 UPDATE DISABLED MY ABILITY TO PRINT. ALLOW REVERTS!! STOP MESSING WITH ISH THAT AINT BROKEN!!! GDMFSOB's Hit or Miss Either I can connect to wifi and print from my phone, or the file is grey and I have to go into either downloads, or pictures to get things to print. Its a HUGE P.I.T.A. and I am so disappointed that it's like this.",,20.1.0.5822
Google Play,2025-10-06 07:56:38,5,Great,,20.1.0.5822
Google Play,2025-10-06 07:43:31,1,once the app updated .. I can no longer use it,,
Google Play,2025-10-06 07:03:11,1,I don't like the way the app keeps changing every time I log in. it becomes more difficult to adjust or figure out how to print photos or documents and we always have to have 2 or more apps downloaded just to run this stuff. The photo i printed this morning looked nothing like it did from the app to the photo and the placement was off.,,20.1.0.5822
Google Play,2025-10-06 03:33:57,1,no longer works,,
Google Play,2025-10-06 01:07:18,1,wrongapp for what i needef,,20.1.0.5822
Google Play,2025-10-06 00:23:41,3,it sucks,,
Google Play,2025-10-05 23:12:14,4,Versatile machine and relatively easy to use good print quality. A bit noisy.,,20.1.0.5822
Google Play,2025-10-05 19:26:43,1,"App is worthless. It will not connect to the printer. The printer is connected to the wifi, I've tried resetting the wifi, unplugged the cord from the printer and the other end from the outlet for 45 minutes and reconnected them - nothing. Uninstalled and reinstalled the app - nothing.I paid for a printer I can no longer use because of an app updat. Pathetic.",,20.1.0.5822
Google Play,2025-10-05 15:09:40,1,can't connect my printer to my lan since this update.,,
Google Play,2025-10-05 11:21:05,1,I DON'T SEE HOW THIS GETS 4 PLUS SGARS. YOU NEED AN ACCOUNT TO SCAN A DOCUMENT!!,,20.1.0.5822
Google Play,2025-10-05 11:18:29,1,Instead of forcing people to buy useless toner you should fix your apps to let people use the devices they bought. This is environmental not-friendly this is wasting CO2 this is the first target the EU and other nations should hold accountable for wasting energy material and producing waste. I hope your big marble doors will close soon for your unfriendly business.,,
Google Play,2025-10-05 09:47:51,3,"Since the new update, the app doesn't work properly. It was fine before the update was made the app.",,20.1.0.5822
Google Play,2025-10-05 09:45:13,1,"Pretty pointless app - half the time it doesn't find my printer. The toner status dashboard doesn't work and connecting to the HP Smart website tells me that I don't have a registered printer. When trying to add one the PIN I am meant to enter isn't working either. Simply not fit for purpose, at least not for me.",,20.1.0.5822
Google Play,2025-10-05 09:35:41,1,"A bit bit and miss It shows a perfect setup on landscape, then prints in portrait for example. So it's unreliable. It's fine for the odd thing but not really fit for purpose edit. great they updated the app. now it's totally unusable.",,20.1.0.5822
Google Play,2025-10-05 08:30:56,5,amazing❤️,,20.1.0.5822
Google Play,2025-10-05 08:13:02,1,"the whole reason I got this printer was because I could print from my phone, and it worked really well until the update. now the app just spins at me when I get to the print preview screen. have tried deleting and setting up again. no luck. might as well go back to my trusty old canon if I'm going to have to print from my laptop.",,20.1.0.5822
Google Play,2025-10-05 06:56:48,1,Most laggiest app I have ever opened . Even the printer is printing slower than a snail.I can't be more patient than waiting 3 minutes to print a single sheet of paper. Also it took hours just to connect the printer to my phone with the wifi of my router. Why is this thing this complicated.,,20.1.0.5822
Google Play,2025-10-05 06:44:23,1,confusing connection instructions.,,20.1.0.5822
Google Play,2025-10-05 06:23:48,1,This is the worst printer. it is hands down the hardest printer I have ever used.,,20.1.0.5822
Google Play,2025-10-05 05:23:09,1,"Still a non-functional app. Will ask you to make an account so they can steal your info, but then is unable to carry out any basic printing tasks.",,20.1.0.5822
Google Play,2025-10-05 05:13:52,1,more slow,,
Google Play,2025-10-05 03:05:59,5,good app,,20.1.0.5822
Google Play,2025-10-05 02:07:39,1,very slow and buggy app,,20.1.0.5822
Google Play,2025-10-05 02:04:12,5,good application for daily use,,18.10.0.5530
Google Play,2025-10-05 01:58:32,3,"did they remove the ""camera scan"" and other options? those were really useful..",,20.1.0.5822
Google Play,2025-10-05 01:52:07,1,Very bad app. Not connecting to the printrr. And if connected not workibg for printing or scanning. I thought the problem was the printer itself but then i installed another app and it worked like magic. Too bad a large company like HP can't make a good Official app,,18.0.0.5318
Google Play,2025-10-05 01:13:20,3,new version very slow,,20.1.0.5822
Google Play,2025-10-05 01:12:41,1,"Since the update, the system has been crashing frequently.",,20.1.0.5822
Google Play,2025-10-04 20:43:27,2,"Disappointed. App not faxing since update, it used to work like a BOSS, hope you're going to fix it soon.",,20.1.0.5822
Google Play,2025-10-04 19:48:13,1,very slow app,,
Google Play,2025-10-04 16:52:10,1,Can't download it to my Chromebook anymore.,,20.1.0.5822
Google Play,2025-10-04 16:38:52,1,"Unable to sign in on Samsung Tab S9U. Enter my password but just goes back to login. Previously, the tablet's onscreen keyboard used to disappear immediately when tapping in the password field but after a bit of messing about with browser settings, I managed to fix that. Strangely enough though, I seem to have functionality. The app shows my printer, shows the ink levels and I can actually print stuff. Just can't log in! Works fine on my Samsung S23 mobile.",,20.1.0.5822
Google Play,2025-10-04 15:40:41,1,It's just such a clunky experience! I Struggle to connect to my printer every time! Avoid using at all costs!!,,20.1.0.5822
Google Play,2025-10-04 13:54:06,1,What I lords name is this new rubbish update.,,20.1.0.5822
Google Play,2025-10-04 13:24:18,1,the worst product ever can't connect to my printer called 10 times nobody available! I am sending this garbage back ..,,20.1.0.5822
Google Play,2025-10-04 12:43:31,1,The new HP app is not available for Chromebook. The HP Smart app is no longer available or supported. Disappointing.,,20.1.0.5822
